cbsa_code,msa_title,variable,count,number_of_msas,number_of_months,mean,standard_deviation,minimum,p1,p5,p10,p25,median,p75,p90,p95,p99,maximum,zero_count,missing_count
10740,"Albuquerque, NM",permits units SA,270,1,270,101134.30261178329,101097.61427143619,79.2662204875216,131.49306126309205,149.8950216544592,167.4795218278488,198.73160772125524,101012.61758410191,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
10740,"Albuquerque, NM",employment thousands SA,270,1,270,389.87555555555554,16.345896187756637,350.7,366.115,369.845,371.78000000000003,375.32500000000005,387.85,398.67499999999995,417.53000000000003,420.255,422.231,422.6,0,0
10780,"Alexandria, LA",ZHVI all-homes SA,265,1,265,142222.36884449667,24509.567491460595,98595.65635132683,99127.49370215462,102088.02768314538,107385.72467564812,121232.61192924407,142601.298104803,164653.09874193362,173831.03511137754,176108.26791853696,180965.40027157488,181962.75941702476,0,0
10780,"Alexandria, LA",permits units SA,265,1,265,100655.16707108919,101206.31937609226,7.55441454948047,11.01457540105813,14.42604984673434,16.17583697252342,19.7425639327677,72.5249166170299,202012.0,202403.59999999998,202504.8,202603.36,202606.0,0,0
10780,"Alexandria, LA",employment thousands SA,265,1,265,62.82867924528301,1.680347679724944,56.1,58.52000000000001,60.72,61.24,61.9,62.5,63.6,64.96000000000001,65.84,67.3,67.6,0,0
11020,"Altoona, PA",ZHVI all-homes SA,270,1,270,131741.2921115575,19317.8235913346,105116.86460586243,106025.15588798662,106724.18716771714,107703.48525037339,118171.3828840729,124994.84965130061,150786.95896471804,157445.9433296394,166716.58643159416,179101.45964457333,180366.34830824766,0,0
11020,"Altoona, PA",permits units SA,270,1,270,101023.68467708917,101208.42034864446,-0.803164056348622,-0.7410118736677942,-0.3669709266162383,-0.1352367461067262,0.974312144559027,100760.35966255452,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
11020,"Altoona, PA",employment thousands SA,270,1,270,60.90296296296296,1.3434926873093285,49.7,56.465999999999994,58.69,59.79,60.5,61.1,61.6,62.1,62.5,62.8,62.8,0,0
11100,"Amarillo, TX",ZHVI all-homes SA,210,1,210,155946.02317658582,35571.059228814345,120788.98125279912,120982.92378375203,121614.87261112646,122790.68874387676,125953.56701009031,141210.1093600468,191144.5720783726,215270.25353975454,215867.1549598813,220985.36998745738,221931.82098010633,0,0
11100,"Amarillo, TX",permits units SA,210,1,210,101121.1750674122,101289.76324015048,0.564166975088476,23.19427939353097,33.336708152606434,39.60191234328897,56.056362237483974,101049.94245076101,202201.75,202409.09999999998,202507.55,202603.91,202606.0,0,0
11100,"Amarillo, TX",employment thousands SA,210,1,210,120.46523809523809,5.603636993122853,109.3,111.509,112.5,113.58999999999999,116.0,119.8,123.9,129.81,130.95499999999998,131.39100000000002,131.9,0,0
11180,"Ames, IA",ZHVI all-homes SA,208,1,208,202337.68808090486,43968.4689617011,150325.7523225591,150843.71195840527,151931.1518511284,152232.92273393885,156800.75422902725,196639.65168859757,243636.06967824363,267009.1985196873,276109.8164806939,282673.4677881314,283162.37149354833,0,0
11180,"Ames, IA",permits units SA,208,1,208,101098.74626947573,101318.99147064525,-15.656201614678,-1.1181568773593051,5.5401662533565315,11.666486744556451,17.607955952706526,100920.37555970148,202202.25,202409.3,202507.65,202603.93,202606.0,0,0
11180,"Ames, IA",employment thousands SA,208,1,208,60.46153846153846,2.615627789425147,54.3,55.214000000000006,55.735,56.0,58.3,61.7,62.5,63.0,63.3,63.6,64.2,0,0
11260,"Anchorage, AK",ZHVI all-homes SA,268,1,268,301200.4058716147,56993.38135117871,196825.46451718034,199037.539458443,216482.42506199208,237195.29648138126,261694.30465376386,291563.1007965251,337723.2924010594,389372.08491622383,401775.250379757,422275.54051057575,426595.8793156258,0,0
11260,"Anchorage, AK",permits units SA,268,1,268,101058.75490679665,101173.44585509754,11.1519481200655,14.072573297554555,25.3661391341732,34.00634849249143,87.2888428234683,100829.24480170796,202010.25,202403.30000000002,202504.65000000002,202603.33,202606.0,0,0
11260,"Anchorage, AK",employment thousands SA,268,1,268,174.03358208955223,6.659705474584994,151.0,158.037,161.245,164.77,169.6,176.2,179.8,181.13,182.165,183.0,183.4,0,0
11460,"Ann Arbor, MI",ZHVI all-homes SA,270,1,270,279612.6226449737,75535.72547926543,180545.01492643435,181951.0802995509,186346.73841721914,187908.41517969457,219070.94640869473,255709.4625164617,329827.80119293684,402786.1920123471,416241.4984782005,426213.55534105527,426930.8232516946,0,0
11460,"Ann Arbor, MI",permits units SA,270,1,270,101051.96068033857,101180.09962900892,-9.4007734409229,11.537549070601774,20.028789028166877,24.82989292223138,42.783972525040475,100940.3142560744,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
11460,"Ann Arbor, MI",employment thousands SA,270,1,270,211.79888888888888,12.002107879717697,190.2,192.269,194.345,197.74,202.425,208.35000000000002,223.1,229.32,230.255,231.5,232.2,0,0
11540,"Appleton, WI",ZHVI all-homes SA,254,1,254,206442.66523140346,59391.74846282693,151686.12842259093,151953.26201419113,153634.58704201813,156511.6027884193,166819.60879320267,173447.84677707302,234973.0781355226,313273.07071745617,333237.13600063714,352501.7336448163,353115.6940559466,0,0
11540,"Appleton, WI",permits units SA,254,1,254,101071.91763602606,101205.79597304817,13.3789165938268,15.622749054113232,28.818951768185478,37.69413612204948,51.10032548209693,100897.7281145464,202102.75,202404.7,202505.35,202603.47,202606.0,0,0
11540,"Appleton, WI",employment thousands SA,254,1,254,122.4476377952756,4.786316787471168,110.5,114.4,115.16499999999999,116.03,118.72500000000001,122.55,127.04999999999998,128.87,129.1,129.394,129.7,0,0
11700,"Asheville, NC",ZHVI all-homes SA,270,1,270,265696.8808853791,94000.5685254641,152810.4499983416,155183.0445201086,166827.57426156613,185380.87591093592,195157.37672053135,218113.56848199473,311653.97972065344,434039.11125208903,444511.774674707,451288.03227689123,452157.3126762705,0,0
11700,"Asheville, NC",permits units SA,270,1,270,101157.3670638709,101074.53019360027,63.5665109427048,141.90078134995548,160.42817190793025,179.802716458199,246.09935259926002,101305.09044646306,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
11700,"Asheville, NC",employment thousands SA,270,1,270,165.68037037037035,14.586150425966851,143.8,144.67600000000002,146.735,148.4,151.79999999999998,161.65,180.0,186.16,188.71,190.493,190.8,0,0
12620,"Bangor, ME",ZHVI all-homes SA,270,1,270,174142.21254112734,50110.91948804512,119541.40077935501,122773.88060485103,137611.37130666667,138999.12102115032,142055.58480498698,148648.62219180213,186775.85664245475,269357.1217016697,283593.6964092704,287822.32779617165,289933.5534908651,0,0
12620,"Bangor, ME",permits units SA,270,1,270,101033.89593379876,101198.19075820883,-0.0635524198770163,5.221989030971013,7.802576038706501,10.003542373124134,19.600175221549275,100801.49583242738,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
12620,"Bangor, ME",employment thousands SA,270,1,270,72.36111111111111,1.566519674614446,62.6,66.797,69.845,70.7,71.8,72.4,73.57499999999999,73.91000000000001,74.2,74.5,75.3,0,0
12700,"Barnstable Town, MA",ZHVI all-homes SA,270,1,270,478725.1095106375,136451.2373023681,347069.4162739075,348917.45640804473,355202.55323894124,366803.8481095722,379724.96369336854,426271.1445448373,489593.5349667134,741277.2585297204,765817.2008367529,772466.7493615934,772779.0383571852,0,0
12700,"Barnstable Town, MA",permits units SA,270,1,270,101035.48484816919,101196.60113477719,-0.611205013198868,0.7135409080128053,4.760692391238439,6.517791725517229,10.592752449069499,100905.06510911474,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
12700,"Barnstable Town, MA",employment thousands SA,270,1,270,93.80740740740741,3.9743626293078247,74.1,77.746,88.5,88.8,91.775,93.9,96.8,98.3,98.5,98.96199999999999,99.5,0,0
12940,"Baton Rouge, LA",ZHVI all-homes SA,270,1,270,194193.6621975782,28277.551693483707,140883.3558146594,141665.6479082177,149848.2926027751,169165.96491215157,174536.1419782305,186571.80361324426,207528.8670559629,243306.07924615868,245583.13233969224,249234.70117713965,249747.48237160998,0,0
12940,"Baton Rouge, LA",permits units SA,270,1,270,101180.45621591748,101051.36714376882,228.316151998795,237.00791499264344,258.4312434286014,273.8958064358307,305.62440516988374,101085.88190643687,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
12940,"Baton Rouge, LA",employment thousands SA,270,1,270,394.6848148148148,24.84696414632981,344.8,345.2,348.59000000000003,364.59000000000003,374.575,396.95000000000005,414.32499999999993,428.26,434.32,437.7,437.8,0,0
12980,"Battle Creek, MI",ZHVI all-homes SA,270,1,270,112437.86389801798,35923.52380956754,74547.0134946357,74798.60347764804,75297.91706283424,75909.43908518885,84473.09407246848,101063.14086335598,132293.61700152734,174203.22441814645,183575.52422575903,190492.40356001514,192132.9958126536,0,0
12980,"Battle Creek, MI",permits units SA,270,1,270,101024.0358872508,101208.06849893508,-1.3970076982972,-0.5800354794117374,-0.09396507111188616,0.107090113742845,1.3771974239377376,100759.48857323176,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
12980,"Battle Creek, MI",employment thousands SA,270,1,270,57.214444444444446,2.2228733763055373,45.1,51.535,53.5,54.599999999999994,55.6,57.8,58.6,59.41,60.2,60.831,61.1,0,0
13020,"Bay City, MI",ZHVI all-homes SA,270,1,270,114194.26362394624,29218.692258045467,83094.48600309854,83311.46349745049,83875.49490640916,85692.2379001203,92967.67531933317,104683.11776050756,126405.39605460179,167294.1027892004,175423.0755977357,187612.77923868923,188925.4419520298,0,0
13020,"Bay City, MI",permits units SA,270,1,270,101023.22264807559,101208.88321124208,-1.04521506066187,-0.46066732041584274,-0.022518119096215965,0.25050586465453684,1.53684197355544,100757.68200695724,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
13020,"Bay City, MI",employment thousands SA,270,1,270,36.31740740740741,1.7738373177055173,27.4,32.214,33.645,34.7,35.3,36.2,37.0,39.01,39.3,40.131,40.2,0,0
13220,"Beckley, WV",ZHVI all-homes SA,150,1,150,114650.67736117954,25797.808133907714,81063.72122027811,81599.54092661358,84747.60065270403,89060.29632862465,94001.26051356095,99260.76818596199,137457.69803878348,153463.03914199732,158619.38465807802,160780.43082013063,161660.71020388362,0,0
13220,"Beckley, WV",permits units SA,150,1,150,101150.95855693496,101482.40491287535,-0.117017894580933,1.4547052825225142,4.2018345961361465,4.763904106679498,7.524309247996227,101008.97882930418,202304.75,202503.1,202510.55,202604.51,202606.0,0,0
13220,"Beckley, WV",employment thousands SA,150,1,150,43.82933333333333,1.35540413085612,38.0,39.378,41.2,42.24,43.5,44.0,44.5,45.2,45.9,46.452999999999996,46.8,0,0
13380,"Bellingham, WA",ZHVI all-homes SA,270,1,270,372636.2188021631,136716.49525411296,190582.46630798155,195238.67809779022,240417.93115066085,250576.04645138912,271112.86971821997,304387.6537761019,462618.0481606479,609566.2571272145,620766.8098818249,626594.1547560238,628581.9669208917,0,0
13380,"Bellingham, WA",permits units SA,270,1,270,101077.52620604844,101154.487301871,13.5666357978086,30.11248799495086,61.667775229315644,70.71241054726836,96.65640072926904,100959.41585769902,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
13380,"Bellingham, WA",employment thousands SA,270,1,270,88.08666666666667,6.247364351331685,76.3,77.307,79.4,80.39,82.35,86.80000000000001,95.07499999999999,96.3,96.6,97.131,97.4,0,0
13460,"Bend, OR",ZHVI all-homes SA,267,1,267,405132.3001958992,169955.6465501036,200876.6286667563,204646.77331797828,210136.93915310284,219675.11841411353,263867.17848660704,357958.72982932255,498485.4361764953,687776.354553808,696423.1301108946,721856.2865391287,730961.8641712429,0,0
13460,"Bend, OR",permits units SA,267,1,267,101497.31353994936,101118.06788723747,86.6268779386164,110.12315202497052,130.88096394917721,138.8986754647972,172.60010905188,201504.0,202011.5,202403.40000000002,202504.7,202603.34000000003,202606.0,0,0
13460,"Bend, OR",employment thousands SA,267,1,267,89.14419475655431,13.489761991171996,70.2,71.4,71.8,72.1,76.85,85.2,100.6,110.14000000000001,110.74,111.568,112.0,0,0
13740,"Billings, MT",ZHVI all-homes SA,210,1,210,275027.0245264991,76060.5637489718,190916.64502847716,191377.84416383697,193123.3108153264,195524.976650804,210471.89129955287,246479.86244373716,350007.1081167072,399576.9849258997,404645.97222245845,412395.2047467564,412594.8161880647,0,0
13740,"Billings, MT",permits units SA,210,1,210,101119.05276409004,101291.88688301845,-23.8203740962152,11.927029397249443,27.835972230540307,36.03962795996535,55.40475421210863,101009.40897883294,202201.75,202409.09999999998,202507.55,202603.91,202606.0,0,0
13740,"Billings, MT",employment thousands SA,210,1,210,88.40904761904763,4.888064170756609,79.5,79.809,80.69,82.08,84.7,87.9,93.6,95.4,95.655,96.1,96.5,0,0
13780,"Binghamton, NY",ZHVI all-homes SA,270,1,270,127409.17155559077,29428.366240208634,86374.57712582288,87431.90534829276,93420.77849220386,103454.06086642886,110994.89771477295,116055.87813573712,133186.64267561978,181131.4403709935,192686.73336394748,201636.87674841902,204850.00173466478,0,0
13780,"Binghamton, NY",permits units SA,270,1,270,101029.07692241127,101203.01890783892,-5.12397179712495,-1.8427701817601239,-0.4700987913499889,-0.0641204586402277,1.2039587864607526,100804.4585297767,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
13780,"Binghamton, NY",employment thousands SA,270,1,270,105.16333333333333,5.882867507561611,83.6,91.273,95.29,97.6,101.62499999999999,104.3,110.35000000000001,113.1,114.0,114.70000000000002,114.8,0,0
13820,"Birmingham, AL",ZHVI all-homes SA,270,1,270,178064.82655047372,44589.45886345105,132548.36836146898,132881.89250199177,135910.57406729297,137359.10258755105,144723.1006838294,158027.5695172072,202556.01714005467,258551.50183462162,259318.84139613423,262822.4952157139,263725.6522728035,0,0
13820,"Birmingham, AL",permits units SA,270,1,270,101174.6150876782,101057.23253635583,172.813358544867,193.2197151277637,226.43388486489965,241.1875417920554,283.26562166905575,101164.03004738252,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
13820,"Birmingham, AL",employment thousands SA,270,1,270,531.3114814814815,21.898737415643033,490.7,495.538,497.04499999999996,500.49,514.4749999999999,530.05,548.15,566.41,567.975,570.493,570.9,0,0
13900,"Bismarck, ND",ZHVI all-homes SA,210,1,210,256671.07130098494,56389.183966295066,164260.74853266508,164442.27474318372,165120.05382798985,168397.87825964985,216999.00094142853,260184.8811613518,300583.6037860721,330315.8276972257,343616.339114713,358856.92650964303,360301.24263848964,0,0
13900,"Bismarck, ND",permits units SA,210,1,210,101106.98433248575,101303.97955346294,6.20140718994092,17.537429695208402,23.94582527367822,30.592778337261073,39.84219628557985,100922.20933017378,202201.75,202409.09999999998,202507.55,202603.91,202606.0,0,0
13900,"Bismarck, ND",employment thousands SA,210,1,210,70.38,3.3581408618232333,61.7,62.309,63.1,64.0,69.275,71.7,72.77499999999999,73.4,73.6,73.9,74.0,0,0
14010,"Bloomington, IL",ZHVI all-homes SA,150,1,150,199610.226472058,31548.25171059203,171661.27004064474,172115.1777839933,173852.69480327854,174169.29126849773,175231.69099703134,177289.55105020964,224322.0965188614,253800.33668744634,260948.2381087551,261254.7462259467,261864.3200491496,0,0
14010,"Bloomington, IL",permits units SA,150,1,150,101158.52625758688,101474.81244975014,5.12550577276329,7.4258606552472,9.67369994241214,12.012944792368701,17.88413304453045,101040.49600354259,202304.75,202503.1,202510.55,202604.51,202606.0,0,0
14010,"Bloomington, IL",employment thousands SA,150,1,150,89.688,3.6174246465994977,77.7,79.39000000000001,81.99000000000001,85.91,88.1,89.65,92.45,94.10999999999999,95.0,96.1,96.4,0,0
14020,"Bloomington, IN",ZHVI all-homes SA,270,1,270,186099.09074037775,58826.13485682422,125984.54250786749,127512.85430300517,133123.1196379184,136913.2521229085,141861.99498135806,153345.00508677078,223886.47075096398,288069.0639599188,300203.5122474561,306361.6951806507,307251.22703202855,0,0
14020,"Bloomington, IN",permits units SA,270,1,270,101054.97659679,101177.08363800154,-78.5609617717921,-3.8030526089709817,20.968625436933934,29.779392895315763,46.41521131534408,101086.90970385478,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
14020,"Bloomington, IN",employment thousands SA,270,1,270,76.54629629629629,2.709703955280916,67.9,71.245,73.8,74.1,74.7,75.45,78.475,81.1,81.6,82.49300000000001,83.2,0,0
14260,"Boise City, ID",ZHVI all-homes SA,267,1,267,279146.71188291296,133027.791089999,137135.68908882057,137358.12695062518,141512.30303450336,156118.11269240294,176561.0038952366,214916.683301573,378749.7946549617,497643.29983728746,505438.2679504244,537604.5106894156,544532.6551798289,0,0
14260,"Boise City, ID",permits units SA,267,1,267,101779.16568230097,100833.97895041697,390.927176387451,409.1356274083494,540.3698572946262,607.9739350741322,749.340305793939,201504.0,202011.5,202403.40000000002,202504.7,202603.34000000003,202606.0,0,0
14260,"Boise City, ID",employment thousands SA,267,1,267,312.20711610486893,55.23428216800041,237.5,240.59199999999998,250.68,253.26,265.65,290.7,354.5,402.38,411.15999999999997,414.8,415.9,0,0
14500,"Boulder, CO",ZHVI all-homes SA,270,1,270,477584.98660938966,173969.12101870944,298140.8666483502,300438.57877661445,306130.2535349664,312639.0482387452,319692.43875023857,407013.6075192919,598520.3316029311,757556.4942727435,761729.5270387742,796394.1411751206,806195.7450916953,0,0
14500,"Boulder, CO",permits units SA,270,1,270,101091.6614662434,101140.33664842411,-5.46615748108891,39.623583026898885,66.41007647884963,80.0702286124636,119.89344853161874,101061.75397061258,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
14500,"Boulder, CO",employment thousands SA,270,1,270,180.87777777777777,17.622253448543656,155.5,156.721,158.1,159.4,164.47500000000002,178.75,199.25000000000003,205.20999999999998,206.91,207.931,208.9,0,0
14540,"Bowling Green, KY",ZHVI all-homes SA,270,1,270,163458.8561407253,50612.56995290936,111777.00078074019,112727.70955974449,118850.77063462464,122692.34306264039,125565.76791759708,132624.90464323945,189488.42765943456,256997.59301921204,264986.91910623707,266996.23096795334,267636.1361366236,0,0
14540,"Bowling Green, KY",permits units SA,270,1,270,101078.35952872242,101153.66037033609,5.12853914805595,27.94473450107906,48.1059485763721,57.566742986702856,92.9248178715978,101007.73911866786,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
14540,"Bowling Green, KY",employment thousands SA,270,1,270,72.95666666666666,6.123512792665096,62.5,63.0,64.645,65.39,68.025,72.0,77.1,82.50999999999999,84.0,84.6,84.8,0,0
15500,"Burlington, NC",ZHVI all-homes SA,125,1,125,221843.37296527356,57583.26802369181,147738.92854496732,147800.27683177314,148467.80867653893,153060.92735184976,168145.99262452405,207454.76598167387,286378.61821935326,294446.35538790136,296060.93215429306,299599.79202737915,299922.16874126164,0,0
15500,"Burlington, NC",permits units SA,125,1,125,100455.13930925501,101488.1919798932,65.4255421830825,72.37938480658227,98.92360664844333,122.29971355484122,165.620446747613,506.719260761669,202311.0,202505.59999999998,202511.8,202604.76,202606.0,0,0
15500,"Burlington, NC",employment thousands SA,125,1,125,64.8656,2.789730707318332,56.1,57.728,61.2,61.84,62.6,64.7,67.8,68.4,68.58,68.976,69.1,0,0
16180,"Carson City, NV",ZHVI all-homes SA,270,1,270,301896.73173504375,113455.06576588683,147546.57100753323,147818.4551923569,151957.15938994102,163057.17191173314,201276.34237849512,289243.9560117631,368706.46964322624,484574.84060626477,494963.50218115805,496413.7371365273,496615.97983170295,0,0
16180,"Carson City, NV",permits units SA,270,1,270,101033.3055628556,101198.78277045555,-1.55650800699747,1.7305255383045952,4.526031839399551,10.848550129538749,20.756349203486227,100859.36637215469,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
16180,"Carson City, NV",employment thousands SA,270,1,270,30.35925925925926,1.8110276117722999,27.3,27.5,27.645000000000003,27.8,28.7,30.4,32.1,32.7,32.855,33.231,33.3,0,0
16220,"Casper, WY",ZHVI all-homes SA,190,1,190,231118.6109497204,43173.82390679972,173854.29443942176,174060.2301088629,176154.68386561045,179466.60997147587,202104.12128763212,216098.06238167224,271206.45509327285,303250.4459565664,311751.5269699383,315223.5271943548,316364.2611316032,0,0
16220,"Casper, WY",permits units SA,190,1,190,101114.17849942003,101363.75844858275,1.6272868383955,4.719617893291999,8.085934624451713,9.753174769999687,15.5254970009301,100964.11701964644,202206.75,202411.1,202508.55,202604.11,202606.0,0,0
16220,"Casper, WY",employment thousands SA,190,1,190,39.93578947368421,1.8209780376614169,35.3,35.578,36.635,37.690000000000005,38.8,40.0,41.0,42.4,43.0,43.633,44.0,0,0
16300,"Cedar Rapids, IA",ZHVI all-homes SA,270,1,270,169204.190091609,33691.00324005873,133206.7233144179,133576.45865829254,137124.55413970345,141374.845110158,145741.6517124326,152424.4282395111,184385.71723040397,229407.26642605447,238206.2093988296,246227.6214232063,247514.88040070576,0,0
16300,"Cedar Rapids, IA",permits units SA,270,1,270,101055.37905488245,101176.67182828725,5.19478667200619,21.824039016665616,32.67395570186496,39.96110987514612,57.46318445962388,100914.98139744283,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
16300,"Cedar Rapids, IA",employment thousands SA,270,1,270,139.93037037037035,4.19193373188338,127.9,129.6,131.14499999999998,132.79000000000002,137.725,140.8,143.04999999999998,144.8,145.555,146.5,146.6,0,0
16540,"Chambersburg, PA",ZHVI all-homes SA,150,1,150,220999.95992745063,45830.36433586602,164212.77969486057,164355.73439096363,166017.9700712063,167857.68216579076,177962.39454387504,207065.46875795105,266866.2827993089,284725.15314971615,290797.1992611409,294624.02258395334,294958.19907750026,0,0
16540,"Chambersburg, PA",permits units SA,150,1,150,101171.00931635864,101462.28858823222,6.63507893815477,12.920984085522077,24.236501087134947,26.727588290849248,38.95957597139275,101065.67912640196,202304.75,202503.1,202510.55,202604.51,202606.0,0,0
16540,"Chambersburg, PA",employment thousands SA,150,1,150,60.788666666666664,1.797408151377928,53.0,55.632999999999996,58.145,58.690000000000005,59.8,60.7,61.9,63.2,63.655,64.251,64.4,0,0
16620,"Charleston, WV",ZHVI all-homes SA,270,1,270,115709.58888723359,16253.904224125437,97306.1234103089,98121.96146838288,100435.72490917303,102092.66429157298,104429.86863946599,109848.32293572057,115290.59676174943,146240.41026307154,152578.16761511326,154483.22295172277,155756.3675021944,0,0
16620,"Charleston, WV",permits units SA,270,1,270,101029.69875136582,101202.39524013226,2.45295587099379,4.787060820323544,6.902042201435775,8.985287788073036,14.362744521381876,100781.49594033463,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
16620,"Charleston, WV",employment thousands SA,270,1,270,113.54555555555555,6.820886811999343,93.9,99.89,102.745,105.38,107.64999999999999,114.9,119.9,121.7,122.05499999999999,122.6,122.7,0,0
16820,"Charlottesville, VA",ZHVI all-homes SA,268,1,268,323857.4701293677,71041.60778509777,238999.79959874568,246977.189949478,255101.04936881328,256644.87172796292,267956.7819797593,301224.95718289784,352567.0098242083,451630.91889369045,471527.86448407674,475519.07502242865,475678.25561910635,0,0
16820,"Charlottesville, VA",permits units SA,268,1,268,101072.36134594916,101164.33394392586,35.4031575344289,44.33502010606243,58.538700042455595,71.53604292127355,100.52885358025425,100863.55608843717,202011.25,202403.30000000002,202504.65000000002,202603.33,202606.0,0,0
16820,"Charlottesville, VA",employment thousands SA,268,1,268,108.60074626865672,9.463808422246421,91.8,92.267,94.83500000000001,98.32,100.975,107.45,116.1,123.93,124.8,125.80000000000001,127.4,0,0
16940,"Cheyenne, WY",ZHVI all-homes SA,269,1,269,259206.4823551845,72004.57512687416,155843.61486184166,157654.66453592564,171448.82107387064,178104.20335706344,200883.6518666212,235532.41166452598,333335.9682779357,368287.3388378935,379897.11948342726,393449.8520505936,394305.1997305223,0,0
16940,"Cheyenne, WY",permits units SA,269,1,269,101421.16389856246,101186.36455993295,-13.9844447006497,11.524111368963094,23.3758567740987,28.000644315987838,40.6930587676741,201504.0,202011.0,202403.2,202504.6,202603.32,202606.0,0,0
16940,"Cheyenne, WY",employment thousands SA,269,1,269,45.8275092936803,2.2904379683080345,40.6,40.7,41.3,42.78,44.1,46.5,47.4,48.620000000000005,49.160000000000004,49.8,49.9,0,0
17020,"Chico, CA",ZHVI all-homes SA,270,1,270,297589.61967359815,75311.93555252741,185182.62328025745,185842.75249884097,192619.8016324127,206442.59444603598,232650.06580824734,287707.53741961333,363976.70000793756,406244.7895541303,410075.5352180633,435337.97026542143,438155.36411951244,0,0
17020,"Chico, CA",permits units SA,270,1,270,101056.85270039066,101175.19797096348,-6.13907024921595,5.917134233814891,20.05392429624931,28.557910920897783,60.17906702688907,100912.83931022372,202010.75,202403.1,202504.55,202603.31,202606.0,0,0
