zillow_region_id,zillow_region_name,cbsa_code,census_cbsa_title,bls_area_code,bls_area_title,match_method,geographic_vintage,match_status,review_reason
394428,"Burlington, NC",15500,"Burlington, NC",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394444,"Carson City, NV",16180,"Carson City, NV",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394445,"Casper, WY",16220,"Casper, WY",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394447,"Cedar Rapids, IA",16300,"Cedar Rapids, IA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394453,"Chambersburg, PA",16540,"Chambersburg, PA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394455,"Charleston, WV",16620,"Charleston, WV",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394459,"Charlottesville, VA",16820,"Charlottesville, VA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394462,"Cheyenne, WY",16940,"Cheyenne, WY",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394464,"Chico, CA",17020,"Chico, CA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394475,"Cleveland, OH",17410,"Cleveland, OH",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394474,"Cleveland, TN",17420,"Cleveland, TN",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394480,"Coeur d'Alene, ID",17660,"Coeur d'Alene, ID",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394484,"Colorado Springs, CO",17820,"Colorado Springs, CO",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394485,"Columbia, MO",17860,"Columbia, MO",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394486,"Columbia, SC",17900,"Columbia, SC",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394489,"Columbus, IN",18020,"Columbus, IN",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394492,"Columbus, OH",18140,"Columbus, OH",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394502,"Corpus Christi, TX",18580,"Corpus Christi, TX",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394505,"Corvallis, OR",18700,"Corvallis, OR",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394515,"Dalton, GA",19140,"Dalton, GA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394523,"Decatur, AL",19460,"Decatur, AL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394524,"Decatur, IL",19500,"Decatur, IL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394537,"Dothan, AL",20020,"Dothan, AL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394539,"Dover, DE",20100,"Dover, DE",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394542,"Dubuque, IA",20220,"Dubuque, IA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394551,"Eagle Pass, TX",20580,"Eagle Pass, TX",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394555,"Eau Claire, WI",20740,"Eau Claire, WI",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394559,"El Centro, CA",20940,"El Centro, CA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394561,"El Paso, TX",21340,"El Paso, TX",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394563,"Elizabethtown, KY",21060,"Elizabethtown, KY",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394568,"Elmira, NY",21300,"Elmira, NY",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394570,"Enid, OK",21420,"Enid, OK",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394572,"Erie, PA",21500,"Erie, PA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394579,"Evansville, IN",21780,"Evansville, IN",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394588,"Farmington, NM",22140,"Farmington, NM",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394589,"Fayetteville, NC",22180,"Fayetteville, NC",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394595,"Flagstaff, AZ",22380,"Flagstaff, AZ",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394596,"Flint, MI",22420,"Flint, MI",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394597,"Florence, SC",22500,"Florence, SC",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394599,"Fond du Lac, WI",22540,"Fond du Lac, WI",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394612,"Fort Wayne, IN",23060,"Fort Wayne, IN",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394619,"Fresno, CA",23420,"Fresno, CA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394620,"Gadsden, AL",23460,"Gadsden, AL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394622,"Gainesville, FL",23540,"Gainesville, FL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394623,"Gainesville, GA",23580,"Gainesville, GA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394630,"Gettysburg, PA",23900,"Gettysburg, PA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394633,"Glens Falls, NY",24020,"Glens Falls, NY",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394635,"Goldsboro, NC",24140,"Goldsboro, NC",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394638,"Grand Island, NE",24260,"Grand Island, NE",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394639,"Grand Junction, CO",24300,"Grand Junction, CO",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394641,"Grants Pass, OR",24420,"Grants Pass, OR",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394644,"Great Falls, MT",24500,"Great Falls, MT",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394645,"Greeley, CO",24540,"Greeley, CO",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394646,"Green Bay, WI",24580,"Green Bay, WI",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394651,"Greenville, NC",24780,"Greenville, NC",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394661,"Hammond, LA",25220,"Hammond, LA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394668,"Harrisonburg, VA",25500,"Harrisonburg, VA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394671,"Hattiesburg, MS",25620,"Hattiesburg, MS",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394675,"Helena, MT",25740,"Helena, MT",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394682,"Hinesville, GA",25980,"Hinesville, GA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394685,"Homosassa Springs, FL",26140,"Homosassa Springs, FL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394689,"Hot Springs, AR",26300,"Hot Springs, AR",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394698,"Huntsville, AL",26620,"Huntsville, AL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394703,"Idaho Falls, ID",26820,"Idaho Falls, ID",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394707,"Iowa City, IA",26980,"Iowa City, IA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394709,"Ithaca, NY",27060,"Ithaca, NY",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394710,"Jackson, MI",27100,"Jackson, MI",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394711,"Jackson, MS",27140,"Jackson, MS",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394712,"Jackson, TN",27180,"Jackson, TN",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394714,"Jacksonville, FL",27260,"Jacksonville, FL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394716,"Jacksonville, NC",27340,"Jacksonville, NC",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394723,"Jefferson City, MO",27620,"Jefferson City, MO",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394726,"Johnson City, TN",27740,"Johnson City, TN",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394727,"Johnstown, PA",27780,"Johnstown, PA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394728,"Jonesboro, AR",27860,"Jonesboro, AR",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394734,"Kankakee, IL",28100,"Kankakee, IL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394748,"Kingston, NY",28740,"Kingston, NY",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394753,"Knoxville, TN",28940,"Knoxville, TN",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394755,"Kokomo, IN",29020,"Kokomo, IN",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394761,"Lafayette, LA",29180,"Lafayette, LA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394763,"Lake Charles, LA",29340,"Lake Charles, LA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394768,"Lancaster, PA",29540,"Lancaster, PA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394772,"Laredo, TX",29700,"Laredo, TX",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394773,"Las Cruces, NM",29740,"Las Cruces, NM",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394778,"Lawrence, KS",29940,"Lawrence, KS",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394780,"Lawton, OK",30020,"Lawton, OK",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394783,"Lebanon, PA",30140,"Lebanon, PA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394794,"Lima, OH",30620,"Lima, OH",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394796,"Lincoln, NE",30700,"Lincoln, NE",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394803,"Longview, TX",30980,"Longview, TX",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394808,"Lubbock, TX",31180,"Lubbock, TX",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394811,"Lynchburg, VA",31340,"Lynchburg, VA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394816,"Madison, WI",31540,"Madison, WI",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394821,"Manhattan, KS",31740,"Manhattan, KS",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394823,"Mankato, MN",31860,"Mankato, MN",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394824,"Mansfield, OH",31900,"Mansfield, OH",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394848,"Medford, OR",32780,"Medford, OR",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394851,"Merced, CA",32900,"Merced, CA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394859,"Midland, MI",33220,"Midland, MI",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394860,"Midland, TX",33260,"Midland, TX",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394866,"Minot, ND",33500,"Minot, ND",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394867,"Missoula, MT",33540,"Missoula, MT",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394870,"Mobile, AL",33660,"Mobile, AL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394871,"Modesto, CA",33700,"Modesto, CA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394872,"Monroe, LA",33740,"Monroe, LA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394873,"Monroe, MI",33780,"Monroe, MI",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394875,"Montgomery, AL",33860,"Montgomery, AL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394879,"Morgantown, WV",34060,"Morgantown, WV",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394880,"Morristown, TN",34100,"Morristown, TN",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394893,"Muncie, IN",34620,"Muncie, IN",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394900,"Napa, CA",34900,"Napa, CA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394908,"New Haven, CT",35300,"New Haven, CT",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394917,"Niles, MI",35660,"Niles, MI",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394927,"Ocala, FL",36100,"Ocala, FL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394930,"Odessa, TX",36220,"Odessa, TX",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394931,"Ogden, UT",36260,"Ogden, UT",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394935,"Oklahoma City, OK",36420,"Oklahoma City, OK",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394949,"Owensboro, KY",36980,"Owensboro, KY",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394972,"Peoria, IL",37900,"Peoria, IL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394982,"Pittsburgh, PA",38300,"Pittsburgh, PA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394983,"Pittsfield, MA",38340,"Pittsfield, MA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394988,"Pocatello, ID",38540,"Pocatello, ID",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
394995,"Port St. Lucie, FL",38940,"Port St. Lucie, FL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395007,"Pueblo, CO",39380,"Pueblo, CO",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395009,"Punta Gorda, FL",39460,"Punta Gorda, FL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395013,"Rapid City, SD",39660,"Rapid City, SD",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395015,"Reading, PA",39740,"Reading, PA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395018,"Redding, CA",39820,"Redding, CA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395019,"Reno, NV",39900,"Reno, NV",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395022,"Richmond, VA",40060,"Richmond, VA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395028,"Roanoke, VA",40220,"Roanoke, VA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395030,"Rochester, MN",40340,"Rochester, MN",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395031,"Rochester, NY",40380,"Rochester, NY",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395033,"Rockford, IL",40420,"Rockford, IL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395036,"Rocky Mount, NC",40580,"Rocky Mount, NC",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395038,"Rome, GA",40660,"Rome, GA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395047,"Saginaw, MI",40980,"Saginaw, MI",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395048,"Salem, OR",41420,"Salem, OR",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395050,"Salinas, CA",41500,"Salinas, CA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395051,"Salisbury, MD",41540,"Salisbury, MD",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395054,"San Angelo, TX",41660,"San Angelo, TX",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395062,"Sandusky, OH",41780,"Sandusky, OH",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395066,"Santa Fe, NM",42140,"Santa Fe, NM",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395070,"Savannah, GA",42340,"Savannah, GA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395080,"Sebring, FL",42700,"Sebring, FL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395089,"Sheboygan, WI",43100,"Sheboygan, WI",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395109,"Spartanburg, SC",43900,"Spartanburg, SC",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395114,"Springfield, IL",44100,"Springfield, IL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395115,"Springfield, MA",44140,"Springfield, MA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395116,"Springfield, MO",44180,"Springfield, MO",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395117,"Springfield, OH",44220,"Springfield, OH",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395118,"St. Cloud, MN",41060,"St. Cloud, MN",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395119,"St. George, UT",41100,"St. George, UT",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395125,"State College, PA",44300,"State College, PA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395139,"Sumter, SC",44940,"Sumter, SC",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395143,"Syracuse, NY",45060,"Syracuse, NY",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395146,"Tallahassee, FL",45220,"Tallahassee, FL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395151,"Terre Haute, IN",45460,"Terre Haute, IN",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395160,"Toledo, OH",45780,"Toledo, OH",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395161,"Topeka, KS",45820,"Topeka, KS",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395163,"Traverse City, MI",45900,"Traverse City, MI",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395167,"Tucson, AZ",46060,"Tucson, AZ",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395169,"Tulsa, OK",46140,"Tulsa, OK",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395171,"Tuscaloosa, AL",46220,"Tuscaloosa, AL",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395173,"Twin Falls, ID",46300,"Twin Falls, ID",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395174,"Tyler, TX",46340,"Tyler, TX",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
753924,"Urban Honolulu, HI",46520,"Urban Honolulu, HI",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395182,"Valdosta, GA",46660,"Valdosta, GA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395183,"Vallejo, CA",46700,"Vallejo, CA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395190,"Victoria, TX",47020,"Victoria, TX",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395193,"Vineland, NJ",47220,"Vineland, NJ",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395195,"Visalia, CA",47300,"Visalia, CA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395197,"Waco, TX",47380,"Waco, TX",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395199,"Walla Walla, WA",47460,"Walla Walla, WA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395202,"Warner Robins, GA",47580,"Warner Robins, GA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395215,"Wausau, WI",48140,"Wausau, WI",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395223,"Wichita Falls, TX",48660,"Wichita Falls, TX",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395224,"Wichita, KS",48620,"Wichita, KS",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395225,"Williamsport, PA",48700,"Williamsport, PA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395229,"Wilmington, NC",48900,"Wilmington, NC",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395238,"Worcester, MA",49340,"Worcester, MA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395240,"Yakima, WA",49420,"Yakima, WA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395246,"Yuba City, CA",49700,"Yuba City, CA",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
395247,"Yuma, AZ",49740,"Yuma, AZ",,,name_normalized_exact,2023 Census/OMB delineation,accepted,
