candidate_start,transformation,cbsa_code,date,unemployment_rate_sa,hours_x,permits_x,model_lag_applied
2007-01,one_month_growth,10180,2009-09-01,6.4,-864.5579142755969,-8.508279684889573,1
2007-01,one_month_growth,10180,2009-10-01,6.4,864.5584110354804,8.508284640254125,1
2007-01,one_month_growth,10180,2009-11-01,6.4,-863.2974264672553,-8.635204064009372,1
2007-01,one_month_growth,10180,2009-12-01,6.4,863.2979232246713,8.635209019349368,1
2007-01,one_month_growth,10180,2010-01-01,7.1,-858.6941578971738,-9.042560282855137,1
2007-01,one_month_growth,10180,2010-02-01,7.1,858.694654652122,9.04256523817058,1
2007-01,one_month_growth,10180,2010-03-01,7.0,-864.0769139606668,-8.915725529576752,1
2007-01,one_month_growth,10180,2010-04-01,7.0,864.0774107131475,8.91573048486764,1
2007-01,one_month_growth,10180,2010-05-01,7.0,-864.2775857560433,-8.832670338350495,1
2007-01,one_month_growth,10180,2010-06-01,7.0,864.2780825060565,8.832675293616829,1
2007-01,one_month_growth,10180,2010-07-01,7.0,-865.7331527560734,-9.272575444941513,1
2007-01,one_month_growth,10180,2010-08-01,7.0,865.7336495036187,9.27258040018329,1
2007-01,one_month_growth,10180,2010-09-01,7.1,-864.209513680102,-9.028693656479923,1
2007-01,one_month_growth,10180,2010-10-01,7.1,864.2100104251799,9.028698611697148,1
2007-01,one_month_growth,10180,2010-11-01,7.1,-865.5496049535518,-8.898361595111037,1
2007-01,one_month_growth,10180,2010-12-01,7.1,865.5501016961621,8.898366550303708,1
2007-01,one_month_growth,10180,2011-01-01,7.1,-859.8212221756157,-8.762032494459074,1
2007-01,one_month_growth,10180,2011-02-01,7.1,859.8654223883973,8.76203744962719,1
2007-01,one_month_growth,10180,2011-03-01,7.1,-860.7353506598397,-8.630537621103812,1
2007-01,one_month_growth,10180,2011-04-01,7.1,860.7358471804714,8.630542576247375,1
2007-01,one_month_growth,10180,2011-05-01,7.2,-863.8436863499142,-8.791640629375717,1
2007-01,one_month_growth,10180,2011-06-01,7.3,863.8441828680805,8.791645584494727,1
2007-01,one_month_growth,10180,2011-07-01,7.3,-864.2416845354369,-8.728740068392659,1
2007-01,one_month_growth,10180,2011-08-01,7.2,864.242181051138,8.729180975677986,1
2007-01,one_month_growth,10180,2011-09-01,7.0,-865.3649244354395,-8.808698463181909,1
2007-01,one_month_growth,10180,2011-10-01,6.8,865.3654209486753,8.808703416092115,1
2007-01,one_month_growth,10180,2011-11-01,6.6,-870.1951733615579,-8.531615583070561,1
2007-01,one_month_growth,10180,2011-12-01,6.3,870.1956698723285,8.531620535956236,1
2007-01,one_month_growth,10180,2012-01-01,6.1,-864.6196107282753,-9.43759030435379,1
2007-01,one_month_growth,10180,2012-02-01,6.0,864.6201072365807,9.437595257214934,1
2007-01,one_month_growth,10180,2012-03-01,5.9,-867.4757716768129,-9.053379802107564,1
2007-01,one_month_growth,10180,2012-04-01,5.9,867.476268182653,9.05338475494418,1
2007-01,one_month_growth,10180,2012-05-01,5.9,-866.5246967088574,-9.105510024185733,1
2007-01,one_month_growth,10180,2012-06-01,5.9,866.5251932122324,9.105514976997815,1
2007-01,one_month_growth,10180,2012-07-01,5.8,-865.6973616158316,-10.36876059408027,1
2007-01,one_month_growth,10180,2012-08-01,5.7,865.6978581167414,10.368765546867822,1
2007-01,one_month_growth,10180,2012-09-01,5.6,-865.0828074282672,-8.920453837437593,1
2007-01,one_month_growth,10180,2012-10-01,5.6,865.083303926712,8.920458790200616,1
2007-01,one_month_growth,10180,2012-11-01,5.5,-864.771858387566,-8.714378012790988,1
2007-01,one_month_growth,10180,2012-12-01,5.5,864.7723548835456,8.71438296552948,1
2007-01,one_month_growth,10180,2013-01-01,5.6,-864.7799940979493,-8.833581606877782,1
2007-01,one_month_growth,10180,2013-02-01,5.6,864.8241723704037,8.833586559591744,1
2007-01,one_month_growth,10180,2013-03-01,5.6,-863.4869291201129,-8.602609439739641,1
2007-01,one_month_growth,10180,2013-04-01,5.6,863.4874253943343,8.602614392429075,1
2007-01,one_month_growth,10180,2013-05-01,5.6,-865.4699760982602,-8.658719455609504,1
2007-01,one_month_growth,10180,2013-06-01,5.6,865.4704723700187,8.65872440827441,1
2007-01,one_month_growth,10180,2013-07-01,5.6,-862.8460556441127,-8.50123847267609,1
2007-01,one_month_growth,10180,2013-08-01,5.5,862.8465519134081,8.501679161643462,1
2007-01,one_month_growth,10180,2013-09-01,5.4,-864.3331382396022,-8.683749652104677,1
2007-01,one_month_growth,10180,2013-10-01,5.3,864.333634506435,8.683754602562965,1
2007-01,one_month_growth,10180,2013-11-01,5.1,-866.6299367362676,-8.641770230624438,1
2007-01,one_month_growth,10180,2013-12-01,5.0,866.6304330006376,8.641775181058222,1
2007-01,one_month_growth,10180,2014-01-01,4.8,-867.7015790548826,-9.095383690329706,1
2007-01,one_month_growth,10180,2014-02-01,4.7,867.7020753167899,9.09538864073898,1
2007-01,one_month_growth,10180,2014-03-01,4.6,-864.3224638193292,-9.07778253413025,1
2007-01,one_month_growth,10180,2014-04-01,4.5,864.3229600787736,9.077787484515019,1
2007-01,one_month_growth,10180,2014-05-01,4.5,-862.8979953963702,-9.684054181479254,1
2007-01,one_month_growth,10180,2014-06-01,4.4,862.8984916533518,9.684059131839518,1
2007-01,one_month_growth,10180,2014-07-01,4.4,-864.4568030384498,-7.006322087737771,1
2007-01,one_month_growth,10180,2014-08-01,4.3,864.4572992929689,7.006327038073526,1
2007-01,one_month_growth,10180,2014-09-01,4.3,-867.1093277663845,-7.542841223959076,1
2007-01,one_month_growth,10180,2014-10-01,4.1,867.1098240184408,7.542846174270327,1
2007-01,one_month_growth,10180,2014-11-01,4.0,-865.0532356572006,-8.689243013828928,1
2007-01,one_month_growth,10180,2014-12-01,4.0,865.0537319067944,8.689247964115676,1
2007-01,one_month_growth,10180,2015-01-01,3.9,-867.3886712354566,-8.533759408357097,1
2007-01,one_month_growth,10180,2015-02-01,3.9,867.4328275893554,8.533764358619337,1
2007-01,one_month_growth,10180,2015-03-01,3.9,-868.4666865144969,-8.490368939787405,1
2007-01,one_month_growth,10180,2015-04-01,3.9,868.4671825425521,8.490373890025143,1
2007-01,one_month_growth,10180,2015-05-01,3.9,-866.8260916742112,-8.277711675490725,1
2007-01,one_month_growth,10180,2015-06-01,3.8,866.8265876998062,8.277716625703954,1
2007-01,one_month_growth,10180,2015-07-01,3.8,-868.6918166024057,-8.270490677270537,1
2007-01,one_month_growth,10180,2015-08-01,3.8,868.6923126255402,8.270931148136052,1
2007-01,one_month_growth,10180,2015-09-01,3.9,-867.723344061152,-8.28021993156581,1
2007-01,one_month_growth,10180,2015-10-01,3.9,867.7238400818261,8.280224879574607,1
2007-01,one_month_growth,10180,2015-11-01,3.9,-865.3274580947937,-8.621719428035208,1
2007-01,one_month_growth,10180,2015-12-01,3.9,865.3279541130073,8.621724376019523,1
2007-01,one_month_growth,10180,2016-01-01,3.8,-866.8723386504872,-7.68525807967284,1
2007-01,one_month_growth,10180,2016-02-01,3.8,866.8728346662409,7.685263027632672,1
2007-01,one_month_growth,10180,2016-03-01,3.8,-867.5022973556805,-7.896370889307224,1
2007-01,one_month_growth,10180,2016-04-01,3.9,867.5027933689737,7.896375837242575,1
2007-01,one_month_growth,10180,2016-05-01,3.9,-866.5104444302092,-8.443038020792285,1
2007-01,one_month_growth,10180,2016-06-01,3.9,866.5109404410421,8.443042968703153,1
2007-01,one_month_growth,10180,2016-07-01,4.0,-865.371077263181,-6.592744610259906,1
2007-01,one_month_growth,10180,2016-08-01,4.0,865.3715732715534,6.592749558146291,1
2007-01,one_month_growth,10180,2016-09-01,4.0,-864.4676946910238,-9.520216936420406,1
2007-01,one_month_growth,10180,2016-10-01,4.1,864.4681906969361,9.520221884282313,1
2007-01,one_month_growth,10180,2016-11-01,4.1,-866.4206266542686,-8.113255423007963,1
2007-01,one_month_growth,10180,2016-12-01,4.1,866.4211226577208,8.113260370845389,1
2007-01,one_month_growth,10420,2007-03-01,5.4,-864.2214746067486,-8.393388757498325,1
2007-01,one_month_growth,10420,2007-04-01,5.4,864.221971620936,8.393393717557448,1
2007-01,one_month_growth,10420,2007-05-01,5.4,-865.3334883306119,-8.170557632213011,1
2007-01,one_month_growth,10420,2007-06-01,5.4,865.3339853423288,8.170562592247531,1
2007-01,one_month_growth,10420,2007-07-01,5.4,-864.6910515536796,-8.119466203005633,1
2007-01,one_month_growth,10420,2007-08-01,5.4,864.6915485629265,8.119907547576446,1
2007-01,one_month_growth,10420,2007-09-01,5.4,-862.4372032353516,-7.990082113342427,1
2007-01,one_month_growth,10420,2007-10-01,5.4,862.4377002421284,7.990087071163761,1
2007-01,one_month_growth,10420,2007-11-01,5.4,-863.5407160176754,-8.138064114129456,1
2007-01,one_month_growth,10420,2007-12-01,5.4,863.541213021982,8.138069071926212,1
2007-01,one_month_growth,10420,2008-01-01,5.4,-864.9079003305119,-8.344142803249301,1
2007-01,one_month_growth,10420,2008-02-01,5.4,864.9083973323483,8.344147761021476,1
2007-01,one_month_growth,10420,2008-03-01,5.5,-863.9408160930941,-8.560622759694086,1
2007-01,one_month_growth,10420,2008-04-01,5.7,863.9413130924604,8.560627717441681,1
2007-01,one_month_growth,10420,2008-05-01,5.9,-865.8825677835046,-8.10359782571908,1
2007-01,one_month_growth,10420,2008-06-01,6.2,865.8830647804008,8.103602783442097,1
2007-01,one_month_growth,10420,2008-07-01,6.4,-864.1972286549484,-13.64533189468846,1
2007-01,one_month_growth,10420,2008-08-01,6.6,864.1977256493747,13.645336852386897,1
2007-01,one_month_growth,10420,2008-09-01,6.7,-865.0825506129112,-8.391645347953903,1
2007-01,one_month_growth,10420,2008-10-01,6.8,865.0830476048674,8.391650305627763,1
2007-01,one_month_growth,10420,2008-11-01,6.9,-864.7970347536095,-8.316514385002883,1
2007-01,one_month_growth,10420,2008-12-01,7.9,864.7975317430956,8.316519342652164,1
2007-01,one_month_growth,10420,2009-01-01,8.7,-864.9173147953345,-8.35037952575101,1
2007-01,one_month_growth,10420,2009-02-01,9.4,864.961536970246,8.350384483375713,1
2007-01,one_month_growth,10420,2009-03-01,9.9,-865.8662550986096,-8.216734970091021,1
2007-01,one_month_growth,10420,2009-04-01,10.2,865.8667518658964,8.216739927691147,1
2007-01,one_month_growth,10420,2009-05-01,10.4,-866.0758570697383,-8.301630319391204,1
2007-01,one_month_growth,10420,2009-06-01,10.5,866.0763538345574,8.301635276966753,1
2007-01,one_month_growth,10420,2009-07-01,10.5,-865.4157790261312,-8.216033471646924,1
2007-01,one_month_growth,10420,2009-08-01,10.5,865.4162757884826,8.216474597466622,1
2007-01,one_month_growth,10420,2009-09-01,10.4,-865.2835243884618,-8.186337839722981,1
2007-01,one_month_growth,10420,2009-10-01,10.5,865.2840211483455,8.186342795087537,1
2007-01,one_month_growth,10420,2009-11-01,10.6,-866.3450363270716,-8.36536613216351,1
2007-01,one_month_growth,10420,2009-12-01,10.7,866.3455330844876,8.365371087503508,1
2007-01,one_month_growth,10420,2010-01-01,11.1,-864.729463297083,-7.263694143202325,1
2007-01,one_month_growth,10420,2010-02-01,11.1,864.7299600520313,7.263699098517768,1
2007-01,one_month_growth,10420,2010-03-01,11.0,-867.0433583905204,-8.291917301834001,1
2007-01,one_month_growth,10420,2010-04-01,10.8,867.043855143001,8.291922257124888,1
2007-01,one_month_growth,10420,2010-05-01,10.5,-865.8529477846898,-7.9431746719874425,1
2007-01,one_month_growth,10420,2010-06-01,10.3,865.8534445347029,7.943179627253777,1
2007-01,one_month_growth,10420,2010-07-01,10.1,-866.2713495568189,-7.946426338054307,1
2007-01,one_month_growth,10420,2010-08-01,10.0,866.2718463043642,7.946431293296085,1
2007-01,one_month_growth,10420,2010-09-01,9.9,-866.9512185938963,-8.029503245579768,1
2007-01,one_month_growth,10420,2010-10-01,9.8,866.9517153389743,8.029508200796993,1
2007-01,one_month_growth,10420,2010-11-01,9.7,-866.840821111116,-8.138835133150547,1
2007-01,one_month_growth,10420,2010-12-01,9.6,866.8413178537261,8.138840088343215,1
2007-01,one_month_growth,10420,2011-01-01,9.5,-864.647597861069,-8.215817249722312,1
2007-01,one_month_growth,10420,2011-02-01,9.4,864.6917980738504,8.215822204890427,1
2007-01,one_month_growth,10420,2011-03-01,9.3,-867.0056817001363,-8.427350209396856,1
2007-01,one_month_growth,10420,2011-04-01,9.2,867.006178220768,8.427355164540419,1
2007-01,one_month_growth,10420,2011-05-01,9.2,-865.4228429438386,-8.269876502866781,1
2007-01,one_month_growth,10420,2011-06-01,9.2,865.4233394620051,8.269881457985791,1
2007-01,one_month_growth,10420,2011-07-01,9.1,-865.5610714398265,-8.98482693532348,1
2007-01,one_month_growth,10420,2011-08-01,9.0,865.5615679555275,8.985267842608808,1
2007-01,one_month_growth,10420,2011-09-01,8.9,-865.8544227466006,-8.503825945702532,1
2007-01,one_month_growth,10420,2011-10-01,8.7,865.8549192598365,8.503830898612739,1
2007-01,one_month_growth,10420,2011-11-01,8.4,-866.8313067100759,-8.551750372978088,1
2007-01,one_month_growth,10420,2011-12-01,8.2,866.8318032208465,8.551755325863763,1
2007-01,one_month_growth,10420,2012-01-01,7.9,-865.354080748521,-8.577335108995232,1
2007-01,one_month_growth,10420,2012-02-01,7.7,865.3545772568265,8.577340061856376,1
2007-01,one_month_growth,10420,2012-03-01,7.6,-865.5194610014295,-8.292497111214416,1
2007-01,one_month_growth,10420,2012-04-01,7.5,865.5199575072696,8.29250206405103,1
2007-01,one_month_growth,10420,2012-05-01,7.4,-865.9219802502012,-8.192926420524358,1
2007-01,one_month_growth,10420,2012-06-01,7.3,865.9224767535761,8.192931373336442,1
2007-01,one_month_growth,10420,2012-07-01,7.3,-865.7506418095853,-8.19444623988339,1
2007-01,one_month_growth,10420,2012-08-01,7.2,865.751138310495,8.194451192670943,1
2007-01,one_month_growth,10420,2012-09-01,7.2,-865.7270940984583,-8.004907828637737,1
2007-01,one_month_growth,10420,2012-10-01,7.3,865.7275905969032,8.004912781400758,1
2007-01,one_month_growth,10420,2012-11-01,7.4,-864.8631777931785,-8.55148491370139,1
2007-01,one_month_growth,10420,2012-12-01,7.5,864.8636742891581,8.551489866439884,1
2007-01,one_month_growth,10420,2013-01-01,7.6,-865.1986089132546,-8.277305643346182,1
2007-01,one_month_growth,10420,2013-02-01,7.7,865.2427871857091,8.277310596060145,1
2007-01,one_month_growth,10420,2013-03-01,7.7,-866.2717444358713,-8.587981116292301,1
2007-01,one_month_growth,10420,2013-04-01,7.7,866.2722407100925,8.587986068981735,1
2007-01,one_month_growth,10420,2013-05-01,7.7,-865.6213444385255,-8.895874329737449,1
2007-01,one_month_growth,10420,2013-06-01,7.7,865.6218407102841,8.895879282402355,1
2007-01,one_month_growth,10420,2013-07-01,7.7,-865.8892760580941,-9.108004683567962,1
2007-01,one_month_growth,10420,2013-08-01,7.7,865.8897723273896,9.108445372535336,1
2007-01,one_month_growth,10420,2013-09-01,7.6,-867.2761831106882,-8.385586126443634,1
2007-01,one_month_growth,10420,2013-10-01,7.5,867.2766793775211,8.385591076901925,1
2007-01,one_month_growth,10420,2013-11-01,7.3,-866.7265793541231,-8.107311725102264,1
2007-01,one_month_growth,10420,2013-12-01,7.1,866.727075618493,8.107316675536044,1
2007-01,one_month_growth,10420,2014-01-01,6.8,-867.6670973713186,-8.165270288512284,1
2007-01,one_month_growth,10420,2014-02-01,6.6,867.6675936332259,8.165275238921557,1
2007-01,one_month_growth,10420,2014-03-01,6.3,-867.5327673629084,-8.336045126112507,1
2007-01,one_month_growth,10420,2014-04-01,6.1,867.5332636223528,8.336050076497276,1
2007-01,one_month_growth,10420,2014-05-01,6.0,-866.2756263481789,-8.466567363895567,1
2007-01,one_month_growth,10420,2014-06-01,5.9,866.2761226051606,8.466572314255831,1
2007-01,one_month_growth,10420,2014-07-01,5.8,-868.6482557627569,-7.969823273478299,1
2007-01,one_month_growth,10420,2014-08-01,5.7,868.6487520172759,7.969828223814055,1
2007-01,one_month_growth,10420,2014-09-01,5.6,-866.9216219719531,-7.917581689290728,1
2007-01,one_month_growth,10420,2014-10-01,5.5,866.9221182240094,7.9175866396019785,1
2007-01,one_month_growth,10420,2014-11-01,5.4,-866.341464773105,-8.313703124751342,1
2007-01,one_month_growth,10420,2014-12-01,5.4,866.3419610226988,8.31370807503809,1
2007-01,one_month_growth,10420,2015-01-01,5.3,-866.2033676956268,-8.629554892550448,1
2007-01,one_month_growth,10420,2015-02-01,5.2,866.2475240495256,8.629559842812686,1
2007-01,one_month_growth,10420,2015-03-01,5.1,-866.1444497748391,-8.83936096725214,1
2007-01,one_month_growth,10420,2015-04-01,5.1,866.1449458028944,8.839365917489875,1
2007-01,one_month_growth,10420,2015-05-01,5.0,-867.2256480336113,-8.655767369036345,1
2007-01,one_month_growth,10420,2015-06-01,4.9,867.2261440592063,8.655772319249575,1
2007-01,one_month_growth,10420,2015-07-01,4.8,-867.6149682256828,-9.106892765953365,1
2007-01,one_month_growth,10420,2015-08-01,4.8,867.6154642488175,9.10733323681888,1
2007-01,one_month_growth,10420,2015-09-01,4.9,-866.9583468359049,-8.18307275758213,1
2007-01,one_month_growth,10420,2015-10-01,4.9,866.958842856579,8.183077705590927,1
2007-01,one_month_growth,10420,2015-11-01,5.0,-866.4267170357422,-7.872699665387408,1
2007-01,one_month_growth,10420,2015-12-01,5.0,866.4272130539558,7.872704613371724,1
2007-01,one_month_growth,10420,2016-01-01,5.0,-866.4882713027645,-7.95153271273336,1
2007-01,one_month_growth,10420,2016-02-01,5.0,866.488767318518,7.951537660693192,1
2007-01,one_month_growth,10420,2016-03-01,5.0,-866.4168865553817,-7.717014014478663,1
2007-01,one_month_growth,10420,2016-04-01,4.9,866.417382568675,7.717018962414014,1
2007-01,one_month_growth,10420,2016-05-01,4.9,-866.9300596191226,-7.975998700840657,1
2007-01,one_month_growth,10420,2016-06-01,5.0,866.9305556299555,7.976003648751526,1
2007-01,one_month_growth,10420,2016-07-01,5.0,-866.6196271501537,-8.173921675801129,1
2007-01,one_month_growth,10420,2016-08-01,5.1,866.6201231585262,8.173926623687514,1
2007-01,one_month_growth,10420,2016-09-01,5.2,-866.4594553166567,-7.863971152814494,1
2007-01,one_month_growth,10420,2016-10-01,5.3,866.4599513225688,7.863976100676401,1
2007-01,one_month_growth,10420,2016-11-01,5.3,-868.3714807895084,-8.545947978422877,1
2007-01,one_month_growth,10420,2016-12-01,5.3,868.3719767929606,8.5459529262603,1
2007-01,one_month_growth,10500,2007-03-01,5.0,-867.4855956866767,-9.307837622282278,1
2007-01,one_month_growth,10500,2007-04-01,5.0,867.486092700864,9.3078425823414,1
2007-01,one_month_growth,10500,2007-05-01,5.1,-872.6723016139571,-9.449237842702612,1
2007-01,one_month_growth,10500,2007-06-01,5.1,872.6727986256741,9.449242802737134,1
2007-01,one_month_growth,10500,2007-07-01,5.1,-872.8505884345406,-9.432608960900623,1
2007-01,one_month_growth,10500,2007-08-01,5.2,872.8510854437875,9.433050305471436,1
2007-01,one_month_growth,10500,2007-09-01,5.2,-871.6119747783558,-9.970140157223717,1
2007-01,one_month_growth,10500,2007-10-01,5.3,871.6124717851326,9.970145115045051,1
2007-01,one_month_growth,10500,2007-11-01,5.4,-871.5411217989574,-9.692655955217358,1
2007-01,one_month_growth,10500,2007-12-01,5.4,871.541618803264,9.692660913014114,1
2007-01,one_month_growth,10500,2008-01-01,5.5,-871.0689767556346,-9.584597716659104,1
2007-01,one_month_growth,10500,2008-02-01,5.5,871.0694737574709,9.58460267443128,1
2007-01,one_month_growth,10500,2008-03-01,5.6,-866.1833271481853,-9.564401455308504,1
2007-01,one_month_growth,10500,2008-04-01,5.7,866.1838241475516,9.5644064130561,1
2007-01,one_month_growth,10500,2008-05-01,5.9,-867.577916098946,-9.488790811632382,1
2007-01,one_month_growth,10500,2008-06-01,6.1,867.5784130958423,9.4887957693554,1
2007-01,one_month_growth,10500,2008-07-01,6.4,-871.3448418404071,-13.473872946958881,1
2007-01,one_month_growth,10500,2008-08-01,6.7,871.3453388348332,13.473877904657318,1
2007-01,one_month_growth,10500,2008-09-01,7.2,-870.0118265541072,-9.455953877896562,1
2007-01,one_month_growth,10500,2008-10-01,7.4,870.0123235460634,9.455958835570422,1
2007-01,one_month_growth,10500,2008-11-01,7.7,-870.138938303319,-6.691390579105825,1
2007-01,one_month_growth,10500,2008-12-01,7.9,870.1394352928052,6.691395536755104,1
2007-01,one_month_growth,10500,2009-01-01,8.1,-870.5000611974342,-10.313168898646236,1
2007-01,one_month_growth,10500,2009-02-01,8.4,870.5442833723456,10.31317385627094,1
2007-01,one_month_growth,10500,2009-03-01,8.7,-871.1873274464276,-9.301909836566853,1
2007-01,one_month_growth,10500,2009-04-01,9.0,871.1878242137144,9.301914794166978,1
2007-01,one_month_growth,10500,2009-05-01,9.3,-874.8333108645918,-9.110632688863534,1
2007-01,one_month_growth,10500,2009-06-01,9.5,874.8338076294109,9.110637646439082,1
2007-01,one_month_growth,10500,2009-07-01,9.8,-870.6054859139789,-9.053853207293534,1
2007-01,one_month_growth,10500,2009-08-01,10.1,870.6059826763303,9.054294333113232,1
2007-01,one_month_growth,10500,2009-09-01,10.4,-870.8017636441443,-9.397870862035148,1
2007-01,one_month_growth,10500,2009-10-01,10.6,870.8022604040278,9.397875817399703,1
2007-01,one_month_growth,10500,2009-11-01,10.9,-869.0917606674219,-9.281488485307811,1
2007-01,one_month_growth,10500,2009-12-01,11.0,869.092257424838,9.28149344064781,1
2007-01,one_month_growth,10500,2010-01-01,11.8,-870.4721360782038,-9.198395198426024,1
2007-01,one_month_growth,10500,2010-02-01,11.8,870.4726328331521,9.198400153741467,1
2007-01,one_month_growth,10500,2010-03-01,11.7,-869.2808007720246,-8.698784697694375,1
2007-01,one_month_growth,10500,2010-04-01,11.6,869.2812975245052,8.698789652985262,1
2007-01,one_month_growth,10500,2010-05-01,11.5,-870.5763995171784,-9.560434898567152,1
2007-01,one_month_growth,10500,2010-06-01,11.5,870.5768962671915,9.560439853833486,1
2007-01,one_month_growth,10500,2010-07-01,11.4,-869.3255639916817,-9.331161815867304,1
2007-01,one_month_growth,10500,2010-08-01,11.5,869.3260607392268,9.331166771109082,1
2007-01,one_month_growth,10500,2010-09-01,11.5,-869.8841088339769,-10.015400934284033,1
2007-01,one_month_growth,10500,2010-10-01,11.6,869.8846055790549,10.015405889501258,1
2007-01,one_month_growth,10500,2010-11-01,11.6,-868.1877214012293,-10.414953917587964,1
2007-01,one_month_growth,10500,2010-12-01,11.5,868.1882181438394,10.414958872780634,1
2007-01,one_month_growth,10500,2011-01-01,11.4,-869.2604974269668,-10.81295494843737,1
2007-01,one_month_growth,10500,2011-02-01,11.3,869.3046976397483,10.812959903605487,1
2007-01,one_month_growth,10500,2011-03-01,11.2,-870.2717274663462,-9.55812658910596,1
2007-01,one_month_growth,10500,2011-04-01,11.1,870.2722239869779,9.558131544249523,1
2007-01,one_month_growth,10500,2011-05-01,11.1,-871.6918017489415,-9.831096670179814,1
2007-01,one_month_growth,10500,2011-06-01,11.1,871.6922982671078,9.831101625298825,1
2007-01,one_month_growth,10500,2011-07-01,11.2,-864.9605779149261,-9.40685739056044,1
2007-01,one_month_growth,10500,2011-08-01,11.2,864.9610744306273,9.407298297845767,1
2007-01,one_month_growth,10500,2011-09-01,11.1,-864.970130822418,-8.971472978112043,1
2007-01,one_month_growth,10500,2011-10-01,11.0,864.9706273356537,8.97147793102225,1
2007-01,one_month_growth,10500,2011-11-01,10.9,-866.6434917884428,-8.781081277665148,1
2007-01,one_month_growth,10500,2011-12-01,10.7,866.6439882992134,8.781086230550823,1
2007-01,one_month_growth,10500,2012-01-01,10.6,-863.5421131746705,-9.101467355189687,1
2007-01,one_month_growth,10500,2012-02-01,10.5,863.5426096829759,9.10147230805083,1
2007-01,one_month_growth,10500,2012-03-01,10.4,-863.6416212116795,-8.893063400995171,1
2007-01,one_month_growth,10500,2012-04-01,10.4,863.6421177175198,8.893068353831785,1
2007-01,one_month_growth,10500,2012-05-01,10.3,-862.880848250215,-9.019086729382863,1
2007-01,one_month_growth,10500,2012-06-01,10.2,862.8813447535899,9.019091682194945,1
2007-01,one_month_growth,10500,2012-07-01,10.2,-861.9386105001402,-9.572466340089226,1
2007-01,one_month_growth,10500,2012-08-01,10.1,861.9391070010499,9.572471292876779,1
2007-01,one_month_growth,10500,2012-09-01,10.0,-864.7320624493453,-9.674796309776264,1
2007-01,one_month_growth,10500,2012-10-01,9.9,864.7325589477902,9.674801262539287,1
2007-01,one_month_growth,10500,2012-11-01,9.9,-864.5850991287555,-9.963042543699698,1
2007-01,one_month_growth,10500,2012-12-01,9.8,864.5855956247351,9.963047496438191,1
2007-01,one_month_growth,10500,2013-01-01,9.8,-864.2400326913294,-8.783963831657854,1
2007-01,one_month_growth,10500,2013-02-01,9.7,864.2842109637838,8.783968784371817,1
2007-01,one_month_growth,10500,2013-03-01,9.6,-863.3521691679271,-9.52295174320094,1
