cbsa_code,msa_title,date,variable,value,diagnostic,threshold,source_file,candidate_panels_affected
11020,"Altoona, PA",2010-04-01,permits units SA,-0.180263168962402,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2010-08-01,permits units SA,-0.10743847379249,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2011-10-01,permits units SA,-0.211353579879906,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2012-06-01,permits units SA,-0.64043232171107,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2012-10-01,permits units SA,-0.203232230555542,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2012-12-01,permits units SA,-0.167992457791823,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2013-10-01,permits units SA,-0.283406118181173,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2013-12-01,permits units SA,-0.0804570562802623,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2014-02-01,permits units SA,-0.337256909889896,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2014-06-01,permits units SA,-0.74390114569126,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2014-08-01,permits units SA,-0.468392840812145,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2014-10-01,permits units SA,-0.127363771123268,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2014-12-01,permits units SA,-0.373312809860869,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2015-10-01,permits units SA,-0.178374999840402,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2015-12-01,permits units SA,-0.0340535265152121,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2016-02-01,permits units SA,-0.60728740853301,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2016-04-01,permits units SA,-0.803164056348622,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2016-06-01,permits units SA,-0.791916874221601,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2016-08-01,permits units SA,-0.739713794932614,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2016-12-01,permits units SA,-0.638435036360645,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11020,"Altoona, PA",2026-06-01,employment,61.6,BLS preliminary observation,preliminary_flag==1,BLS CES,
11100,"Amarillo, TX",2026-06-01,employment,131.3,BLS preliminary observation,preliminary_flag==1,BLS CES,
11180,"Ames, IA",2013-02-01,permits units SA,-15.656201614678,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11180,"Ames, IA",2014-02-01,permits units SA,-1.23242589398371,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11180,"Ames, IA",2014-08-01,permits units SA,-4.18811865843344,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11180,"Ames, IA",2026-06-01,employment,61.7,BLS preliminary observation,preliminary_flag==1,BLS CES,
11260,"Anchorage, AK",2026-06-01,employment,182.1,BLS preliminary observation,preliminary_flag==1,BLS CES,
11460,"Ann Arbor, MI",2014-02-01,permits units SA,-9.4007734409229,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
11460,"Ann Arbor, MI",2026-06-01,employment,232.2,BLS preliminary observation,preliminary_flag==1,BLS CES,
11540,"Appleton, WI",2026-06-01,employment,128.4,BLS preliminary observation,preliminary_flag==1,BLS CES,
11700,"Asheville, NC",2026-06-01,employment,187.8,BLS preliminary observation,preliminary_flag==1,BLS CES,
12620,"Bangor, ME",2007-02-01,permits units SA,-0.0635524198770163,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12620,"Bangor, ME",2026-06-01,employment,75.3,BLS preliminary observation,preliminary_flag==1,BLS CES,
12700,"Barnstable Town, MA",2012-06-01,permits units SA,-0.611205013198868,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12700,"Barnstable Town, MA",2026-06-01,employment,99.2,BLS preliminary observation,preliminary_flag==1,BLS CES,
12940,"Baton Rouge, LA",2026-06-01,employment,437.8,BLS preliminary observation,preliminary_flag==1,BLS CES,
12980,"Battle Creek, MI",2004-04-01,permits units SA,-0.0116386456875131,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2004-06-01,permits units SA,-0.00766627004499537,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2004-08-01,permits units SA,-0.495527367770987,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2004-10-01,permits units SA,-0.0601574512571293,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2006-12-01,permits units SA,-0.393948836417453,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2007-02-01,permits units SA,-0.248573347000087,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2008-06-01,permits units SA,-0.000416289010444802,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2008-08-01,permits units SA,-0.232883649772076,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2008-12-01,permits units SA,-0.308847960838144,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2009-04-01,permits units SA,-0.121625850993051,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2010-08-01,permits units SA,-0.271944602674705,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2010-12-01,permits units SA,-0.37235452246646,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2012-02-01,permits units SA,-0.768134179515343,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2012-04-01,permits units SA,-0.14003537284147,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2014-02-01,permits units SA,-1.3970076982972,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2014-04-01,permits units SA,-0.460410731573463,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2014-08-01,permits units SA,-0.826672609772537,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2015-02-01,permits units SA,-0.0470596829816189,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2017-02-01,permits units SA,-0.217856354393441,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
12980,"Battle Creek, MI",2026-06-01,employment,59.1,BLS preliminary observation,preliminary_flag==1,BLS CES,
13020,"Bay City, MI",2004-12-01,permits units SA,-0.464943946857789,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13020,"Bay City, MI",2005-02-01,permits units SA,-0.215589166590067,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13020,"Bay City, MI",2006-02-01,permits units SA,-0.458745937521635,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13020,"Bay City, MI",2006-08-01,permits units SA,-0.355084916230376,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13020,"Bay City, MI",2006-10-01,permits units SA,-0.184684735753224,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13020,"Bay City, MI",2008-08-01,permits units SA,-0.253624986385972,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13020,"Bay City, MI",2008-10-01,permits units SA,-0.0443131681439442,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13020,"Bay City, MI",2010-12-01,permits units SA,-1.04521506066187,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13020,"Bay City, MI",2011-12-01,permits units SA,-0.0712999690059803,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13020,"Bay City, MI",2012-02-01,permits units SA,-0.365902370585932,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13020,"Bay City, MI",2013-12-01,permits units SA,-0.0403423689955817,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13020,"Bay City, MI",2014-04-01,permits units SA,-0.487291756060245,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13020,"Bay City, MI",2014-06-01,permits units SA,-0.00073292477476905,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13020,"Bay City, MI",2014-10-01,permits units SA,-0.155036758530923,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13020,"Bay City, MI",2016-06-01,permits units SA,-0.276068227330903,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13020,"Bay City, MI",2026-06-01,employment,35.5,BLS preliminary observation,preliminary_flag==1,BLS CES,
13220,"Beckley, WV",2022-02-01,permits units SA,-0.117017894580933,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13220,"Beckley, WV",2026-06-01,employment,43.5,BLS preliminary observation,preliminary_flag==1,BLS CES,
13380,"Bellingham, WA",2026-06-01,employment,96.2,BLS preliminary observation,preliminary_flag==1,BLS CES,
13460,"Bend, OR",2026-06-01,employment,110.6,BLS preliminary observation,preliminary_flag==1,BLS CES,
13740,"Billings, MT",2021-06-01,permits units SA,-23.8203740962152,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13740,"Billings, MT",2025-06-01,permits units SA,-0.00351124122384761,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13740,"Billings, MT",2026-06-01,employment,95.0,BLS preliminary observation,preliminary_flag==1,BLS CES,
13780,"Binghamton, NY",2004-02-01,permits units SA,-0.0637728040238375,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2004-06-01,permits units SA,-0.204144423885743,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2004-08-01,permits units SA,-0.0383683267681762,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2004-10-01,permits units SA,-0.270817550050312,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2004-12-01,permits units SA,-0.139568918354542,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2006-02-01,permits units SA,-0.109344798925872,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2006-04-01,permits units SA,-0.0388490631967051,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2006-06-01,permits units SA,-0.218075435004039,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2006-10-01,permits units SA,-0.197397327362318,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2006-12-01,permits units SA,-0.00844808117185835,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2007-02-01,permits units SA,-0.0672493501877395,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2009-10-01,permits units SA,-0.117040680921205,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2009-12-01,permits units SA,-0.144829465866652,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2010-02-01,permits units SA,-0.442253595978694,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2010-04-01,permits units SA,-0.913166330267971,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2010-06-01,permits units SA,-0.430486931335705,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2010-08-01,permits units SA,-0.0458777641625285,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2011-10-01,permits units SA,-0.492881223926503,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2011-12-01,permits units SA,-1.28211599185247,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2012-02-01,permits units SA,-0.731038224211102,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2012-04-01,permits units SA,-1.02587804636519,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2012-06-01,permits units SA,-1.06362292005815,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2013-10-01,permits units SA,-0.629517889508022,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2013-12-01,permits units SA,-3.27540971546213,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2014-02-01,permits units SA,-0.37061293599025,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2014-06-01,permits units SA,-1.76432548802651,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2014-10-01,permits units SA,-0.319458248115729,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2015-10-01,permits units SA,-0.918553978977598,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2015-12-01,permits units SA,-5.12397179712495,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2016-02-01,permits units SA,-0.00705638087413432,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2016-04-01,permits units SA,-1.46669242487874,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2016-06-01,permits units SA,-2.0173728871672,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2016-08-01,permits units SA,-0.0270354356767321,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2016-10-01,permits units SA,-0.716994774098856,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
13780,"Binghamton, NY",2026-06-01,employment,101.3,BLS preliminary observation,preliminary_flag==1,BLS CES,
13820,"Birmingham, AL",2026-06-01,employment,570.4,BLS preliminary observation,preliminary_flag==1,BLS CES,
13900,"Bismarck, ND",2026-06-01,employment,73.9,BLS preliminary observation,preliminary_flag==1,BLS CES,
14010,"Bloomington, IL",2026-06-01,employment,92.2,BLS preliminary observation,preliminary_flag==1,BLS CES,
14020,"Bloomington, IN",2014-12-01,permits units SA,-1.38864341762721,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
14020,"Bloomington, IN",2019-10-01,permits units SA,-15.3462544813181,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
14020,"Bloomington, IN",2020-06-01,permits units SA,-9.17706016389744,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
14020,"Bloomington, IN",2022-12-01,permits units SA,-78.5609617717921,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
14020,"Bloomington, IN",2026-06-01,employment,79.2,BLS preliminary observation,preliminary_flag==1,BLS CES,
14260,"Boise City, ID",2026-06-01,employment,415.9,BLS preliminary observation,preliminary_flag==1,BLS CES,
14500,"Boulder, CO",2013-06-01,permits units SA,-5.46615748108891,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
14500,"Boulder, CO",2026-06-01,employment,203.9,BLS preliminary observation,preliminary_flag==1,BLS CES,
14540,"Bowling Green, KY",2026-06-01,employment,84.6,BLS preliminary observation,preliminary_flag==1,BLS CES,
15500,"Burlington, NC",2026-06-01,employment,68.4,BLS preliminary observation,preliminary_flag==1,BLS CES,
16180,"Carson City, NV",2022-06-01,permits units SA,-1.55650800699747,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
16180,"Carson City, NV",2026-06-01,employment,32.5,BLS preliminary observation,preliminary_flag==1,BLS CES,
16220,"Casper, WY",2026-06-01,employment,40.5,BLS preliminary observation,preliminary_flag==1,BLS CES,
16300,"Cedar Rapids, IA",2026-06-01,employment,137.1,BLS preliminary observation,preliminary_flag==1,BLS CES,
16540,"Chambersburg, PA",2026-06-01,employment,64.3,BLS preliminary observation,preliminary_flag==1,BLS CES,
16620,"Charleston, WV",2026-06-01,employment,105.1,BLS preliminary observation,preliminary_flag==1,BLS CES,
16820,"Charlottesville, VA",2026-06-01,employment,127.4,BLS preliminary observation,preliminary_flag==1,BLS CES,
16940,"Cheyenne, WY",2020-10-01,permits units SA,-13.9844447006497,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
16940,"Cheyenne, WY",2026-06-01,employment,48.6,BLS preliminary observation,preliminary_flag==1,BLS CES,
17020,"Chico, CA",2016-02-01,permits units SA,-6.13907024921595,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
17020,"Chico, CA",2026-06-01,employment,77.5,BLS preliminary observation,preliminary_flag==1,BLS CES,
17420,"Cleveland, TN",2026-06-01,employment,46.0,BLS preliminary observation,preliminary_flag==1,BLS CES,
17660,"Coeur d'Alene, ID",2026-06-01,employment,76.8,BLS preliminary observation,preliminary_flag==1,BLS CES,
17820,"Colorado Springs, CO",2026-06-01,employment,330.2,BLS preliminary observation,preliminary_flag==1,BLS CES,
17860,"Columbia, MO",2026-06-01,employment,119.6,BLS preliminary observation,preliminary_flag==1,BLS CES,
17900,"Columbia, SC",2026-06-01,employment,436.2,BLS preliminary observation,preliminary_flag==1,BLS CES,
18020,"Columbus, IN",2026-06-01,employment,51.0,BLS preliminary observation,preliminary_flag==1,BLS CES,
18140,"Columbus, OH",2026-06-01,employment,1191.5,BLS preliminary observation,preliminary_flag==1,BLS CES,
18580,"Corpus Christi, TX",2026-06-01,employment,202.8,BLS preliminary observation,preliminary_flag==1,BLS CES,
18700,"Corvallis, OR",2004-02-01,permits units SA,-0.0554375619084073,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
18700,"Corvallis, OR",2004-12-01,permits units SA,-0.00152773178215426,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
18700,"Corvallis, OR",2006-02-01,permits units SA,-8.37236311755558,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
18700,"Corvallis, OR",2007-12-01,permits units SA,-4.42787465149549,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
18700,"Corvallis, OR",2009-10-01,permits units SA,-0.286357154506833,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
18700,"Corvallis, OR",2010-02-01,permits units SA,-11.3955993813252,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
18700,"Corvallis, OR",2013-06-01,permits units SA,-3.59672852205734,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
18700,"Corvallis, OR",2013-08-01,permits units SA,-0.940405741176931,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
18700,"Corvallis, OR",2013-10-01,permits units SA,-2.44932981128319,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
18700,"Corvallis, OR",2013-12-01,permits units SA,-5.84489161216067,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
18700,"Corvallis, OR",2022-10-01,permits units SA,-4.1177483120065,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
18700,"Corvallis, OR",2023-02-01,permits units SA,-7.70972738879189,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
18700,"Corvallis, OR",2023-04-01,permits units SA,-1.93720084477721,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
18700,"Corvallis, OR",2023-12-01,permits units SA,-8.23372250340247,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
18700,"Corvallis, OR",2026-06-01,employment,44.3,BLS preliminary observation,preliminary_flag==1,BLS CES,
19460,"Decatur, AL",2026-06-01,employment,63.8,BLS preliminary observation,preliminary_flag==1,BLS CES,
19500,"Decatur, IL",2004-06-01,permits units SA,-0.129298839166632,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
19500,"Decatur, IL",2010-02-01,permits units SA,-0.351191008363139,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
19500,"Decatur, IL",2010-10-01,permits units SA,-0.520649762324277,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
19500,"Decatur, IL",2014-02-01,permits units SA,-0.525430302428851,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
19500,"Decatur, IL",2014-08-01,permits units SA,-0.877570145076525,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
19500,"Decatur, IL",2015-12-01,permits units SA,-0.563534896237576,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
19500,"Decatur, IL",2016-10-01,permits units SA,-0.805597778579786,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
19500,"Decatur, IL",2018-02-01,permits units SA,-0.823501695322802,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
19500,"Decatur, IL",2018-08-01,permits units SA,-1.65528149874638,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
19500,"Decatur, IL",2020-02-01,permits units SA,-0.0397722214635219,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
19500,"Decatur, IL",2026-04-01,permits units SA,-0.260659892635984,negative_seasonally_adjusted_permit_value,X-13 additive SA value < 0,processed permits SA,
19500,"Decatur, IL",2026-06-01,employment,47.3,BLS preliminary observation,preliminary_flag==1,BLS CES,
20020,"Dothan, AL",2026-06-01,employment,63.8,BLS preliminary observation,preliminary_flag==1,BLS CES,
20100,"Dover, DE",2026-06-01,employment,73.4,BLS preliminary observation,preliminary_flag==1,BLS CES,
