Survey,CSA,CBSA,HHEADER,CBSA,,1-unit,,,2-units,,,3-4 units,,,5+ units,,,1-unit rep,,,2-units rep,,,3-4 units rep,,,5+ units rep
202404,144,14020,2,Bloomington  IN ,26,26,8977,1,2,320,0,0,0,7,126,15785,15,15,5494,1,2,320,0,0,0,7,126,15785
202404,145,14010,2,Bloomington  IL ,16,16,5430,0,0,0,0,0,0,0,0,0,15,15,5086,0,0,0,0,0,0,0,0,0
202404,145,38700,5,Pontiac  IL ,3,3,1359,0,0,0,0,0,0,0,0,0,2,2,1050,0,0,0,0,0,0,0,0,0
202404,146,14100,5,Bloomsburg-Berwick  PA ,9,9,2204,0,0,0,0,0,0,0,0,0,3,3,648,0,0,0,0,0,0,0,0,0
202404,146,30260,5,Lewisburg  PA ,5,5,1543,0,0,0,0,0,0,0,0,0,4,4,1211,0,0,0,0,0,0,0,0,0
202404,146,42780,5,Selinsgrove  PA ,3,3,979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,146,44980,5,Sunbury  PA ,10,10,2868,1,2,254,0,0,0,0,0,0,1,1,340,0,0,0,0,0,0,0,0,0
202404,147,14260,2,Boise City  ID ,733,733,203794,1,2,364,9,36,4500,1,24,2790,642,642,171166,1,2,364,9,36,4500,1,24,2790
202404,147,34300,5,Mountain Home  ID ,13,13,2231,0,0,0,0,0,0,0,0,0,11,11,1760,0,0,0,0,0,0,0,0,0
202404,147,36620,5,Ontario  OR-ID ,19,19,7099,0,0,0,1,4,500,0,0,0,16,16,6365,0,0,0,1,4,500,0,0,0
202404,148,12700,2,Barnstable Town  MA ,34,34,29725,0,0,0,0,0,0,0,0,0,23,23,23126,0,0,0,0,0,0,0,0,0
202404,148,14460,2,Boston-Cambridge-Newton  MA-NH ,333,333,144059,19,38,10209,9,32,6892,30,311,72043,229,229,102541,13,26,6433,7,26,5219,15,167,45968
202404,148,18180,5,Concord  NH ,32,32,10221,1,2,500,0,0,0,0,0,0,17,17,5421,1,2,500,0,0,0,0,0,0
202404,148,29060,5,Laconia  NH ,15,15,5750,1,2,500,0,0,0,0,0,0,8,8,3150,1,2,500,0,0,0,0,0,0
202404,148,31700,2,Manchester-Nashua  NH ,43,43,12988,7,14,3380,2,6,1298,1,18,3975,20,20,6436,4,8,1842,1,3,825,0,0,0
202404,148,39300,2,Providence-Warwick  RI-MA ,114,114,37106,10,20,3096,4,13,1932,1,5,308,48,48,18864,4,8,1533,4,13,1932,0,0,0
202404,148,49340,2,Worcester  MA ,79,79,26640,5,10,2339,0,0,0,0,0,0,41,41,13214,2,4,1000,0,0,0,0,0,0
202404,150,14540,2,Bowling Green  KY ,41,41,11171,0,0,0,0,0,0,0,0,0,41,41,11171,0,0,0,0,0,0,0,0,0
202404,150,23190,5,Franklin  KY ,13,13,2359,1,2,102,1,4,437,4,31,3201,13,13,2359,1,2,102,1,4,437,4,31,3201
202404,150,23980,5,Glasgow  KY ,14,14,4900,0,0,0,0,0,0,7,64,7180,14,14,4900,0,0,0,0,0,0,7,64,7180
202404,152,15060,5,Brookings  OR ,6,6,2318,0,0,0,0,0,0,0,0,0,6,6,2318,0,0,0,0,0,0,0,0,0
202404,152,18860,5,Crescent City  CA ,2,2,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,154,15180,2,Brownsville-Harlingen  TX ,160,160,30016,5,10,1113,1,3,429,3,28,2758,47,47,8047,3,6,525,0,0,0,1,18,990
202404,154,39700,5,Raymondville  TX ,9,9,1965,0,0,0,0,0,0,0,0,0,9,9,1965,0,0,0,0,0,0,0,0,0
202404,160,15380,2,Buffalo-Cheektowaga  NY ,71,71,31171,1,2,400,2,8,1280,3,21,4002,58,58,27136,1,2,400,2,8,1280,2,11,1760
202404,160,36460,5,Olean  NY ,9,9,1766,1,2,250,0,0,0,0,0,0,1,1,400,0,0,0,0,0,0,0,0,0
202404,161,15460,5,Burlington  IA-IL ,3,3,1871,0,0,0,0,0,0,0,0,0,2,2,1782,0,0,0,0,0,0,0,0,0
202404,161,22800,5,Fort Madison  IA ,1,1,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,162,12740,5,Barre  VT ,20,20,9384,0,0,0,0,0,0,1,30,6000,8,8,5550,0,0,0,0,0,0,1,30,6000
202404,162,15540,2,Burlington-South Burlington  VT ,45,45,13981,3,6,1095,0,0,0,2,78,14000,29,29,8842,0,0,0,0,0,0,2,78,14000
202404,163,15980,2,Cape Coral-Fort Myers  FL ,857,857,291139,12,24,4737,0,0,0,12,428,64698,857,857,291139,12,24,4737,0,0,0,12,428,64698
202404,163,17500,5,Clewiston  FL ,41,41,8509,0,0,0,0,0,0,3,45,1500,41,41,8509,0,0,0,0,0,0,3,45,1500
202404,163,34940,2,Naples-Marco Island  FL ,293,293,166225,1,2,703,2,7,1071,3,40,33103,23,23,79078,0,0,0,0,0,0,0,0,0
202404,164,16020,2,Cape Girardeau  MO-IL ,9,9,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,164,43460,5,Sikeston  MO ,30,30,2994,0,0,0,0,0,0,0,0,0,27,27,2435,0,0,0,0,0,0,0,0,0
202404,166,16060,5,Carbondale  IL ,1,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,166,32060,5,Marion-Herrin  IL ,6,6,947,0,0,0,1,4,294,0,0,0,1,1,250,0,0,0,0,0,0,0,0,0
202404,168,16300,2,Cedar Rapids  IA ,38,38,14302,7,14,2301,0,0,0,0,0,0,33,33,12628,5,10,1251,0,0,0,0,0,0
202404,168,26980,2,Iowa City  IA ,43,43,13501,3,6,1280,0,0,0,0,0,0,29,29,9621,3,6,1280,0,0,0,0,0,0
202404,169,16580,2,Champaign-Urbana  IL ,29,29,10858,1,2,284,0,0,0,0,0,0,24,24,9374,1,2,284,0,0,0,0,0,0
202404,169,19180,5,Danville  IL ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,170,16620,2,Charleston  WV ,8,8,1012,0,0,0,0,0,0,0,0,0,5,5,375,0,0,0,0,0,0,0,0,0
202404,170,26580,2,Huntington-Ashland  WV-KY-OH ,26,26,5642,0,0,0,1,3,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,170,39020,5,Portsmouth  OH ,1,1,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,172,10620,5,Albemarle  NC ,35,35,5893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,172,16740,2,Charlotte-Concord-Gastonia  NC-SC ,1792,1792,507303,8,16,3589,0,0,0,15,815,142398,1465,1465,391103,7,14,3184,0,0,0,13,796,140126
202404,172,25860,2,Hickory-Lenoir-Morganton  NC ,216,216,40855,0,0,0,1,4,528,7,46,5318,174,174,30676,0,0,0,1,4,528,5,36,4761
202404,172,32000,5,Marion  NC ,18,18,8249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,172,43140,5,Shelby-Kings Mountain  NC ,28,28,4585,0,0,0,0,0,0,2,22,3203,14,14,2565,0,0,0,0,0,0,0,0,0
202404,174,11940,5,Athens  TN ,16,16,3710,1,2,180,0,0,0,0,0,0,3,3,330,1,2,180,0,0,0,0,0,0
202404,174,16860,2,Chattanooga  TN-GA ,463,463,75178,6,12,919,11,39,3732,31,245,24496,409,409,63463,1,2,200,10,35,3500,29,206,20600
202404,174,17420,2,Cleveland  TN ,78,78,20983,2,4,720,8,30,4608,0,0,0,58,58,17361,2,4,720,8,30,4608,0,0,0
202404,174,19140,2,Dalton  GA ,37,37,6905,3,6,391,1,3,417,1,5,382,0,0,0,0,0,0,0,0,0,0,0,0
202404,174,42460,5,Scottsboro  AL ,4,4,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,174,44900,5,Summerville  GA ,1,1,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,176,16980,2,Chicago-Naperville-Elgin  IL-IN ,940,940,329814,10,20,3525,15,50,9937,13,82,17245,763,763,267684,8,16,2857,12,41,8846,8,57,13479
202404,176,28100,2,Kankakee  IL ,14,14,4109,0,0,0,0,0,0,0,0,0,8,8,2317,0,0,0,0,0,0,0,0,0
202404,176,28450,2,Kenosha  WI ,25,25,10606,1,2,383,0,0,0,0,0,0,18,18,6426,1,2,383,0,0,0,0,0,0
202404,176,33140,2,Michigan City-La Porte  IN ,18,18,9476,0,0,0,0,0,0,1,5,633,0,0,0,0,0,0,0,0,0,0,0,0
202404,176,36837,5,Ottawa  IL ,11,11,3099,1,2,400,0,0,0,0,0,0,3,3,876,0,0,0,0,0,0,0,0,0
202404,178,17140,2,Cincinnati  OH-KY-IN ,368,368,117886,8,16,2057,9,29,3901,14,334,149728,328,328,108018,7,14,1675,8,26,3433,13,328,148980
202404,178,48940,5,Wilmington  OH ,6,6,2321,0,0,0,0,0,0,1,5,313,0,0,0,0,0,0,0,0,0,0,0,0
202404,184,10420,2,Akron  OH ,58,58,19651,0,0,0,0,0,0,0,0,0,43,43,13007,0,0,0,0,0,0,0,0,0
202404,184,15940,2,Canton-Massillon  OH ,40,40,19409,1,2,356,0,0,0,1,5,384,34,34,18513,1,2,356,0,0,0,0,0,0
202404,184,17410,2,Cleveland  OH ,305,305,88115,0,0,0,5,15,3250,2,34,4558,189,189,52155,0,0,0,5,15,3250,0,0,0
202404,184,18740,5,Coshocton  OH ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,184,23380,5,Fremont  OH ,1,1,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,184,35420,5,New Philadelphia-Dover  OH ,28,28,8538,0,0,0,0,0,0,0,0,0,1,1,350,0,0,0,0,0,0,0,0,0
202404,184,35940,5,Norwalk  OH ,5,5,2083,0,0,0,0,0,0,0,0,0,4,4,1780,0,0,0,0,0,0,0,0,0
202404,184,41780,2,Sandusky  OH ,23,23,10547,0,0,0,0,0,0,1,5,471,4,4,2382,0,0,0,0,0,0,0,0,0
202404,184,49300,5,Wooster  OH ,23,23,7186,0,0,0,0,0,0,0,0,0,23,23,7186,0,0,0,0,0,0,0,0,0
202404,190,17860,2,Columbia  MO ,63,63,27287,1,2,300,0,0,0,0,0,0,61,61,26832,1,2,300,0,0,0,0,0,0
202404,190,27620,2,Jefferson City  MO ,22,22,6785,0,0,0,0,0,0,0,0,0,16,16,5252,0,0,0,0,0,0,0,0,0
202404,190,33020,5,Mexico  MO ,1,1,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,190,33620,5,Moberly  MO ,4,4,974,2,4,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,192,17900,2,Columbia  SC ,411,411,96684,5,10,936,10,35,3829,0,0,0,280,280,70883,5,10,936,10,35,3829,0,0,0
202404,192,35140,5,Newberry  SC ,13,13,5319,0,0,0,0,0,0,0,0,0,13,13,5319,0,0,0,0,0,0,0,0,0
202404,192,36700,5,Orangeburg  SC ,9,9,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,192,44940,2,Sumter  SC ,35,35,5781,2,4,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,194,10760,5,Alexander City  AL ,21,21,13688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,194,12220,2,Auburn-Opelika  AL ,173,173,48978,1,2,135,0,0,0,0,0,0,115,115,34767,0,0,0,0,0,0,0,0,0
202404,194,17980,2,Columbus  GA-AL ,56,56,15731,2,4,566,0,0,0,1,5,515,15,15,3341,2,4,566,0,0,0,0,0,0
202404,198,11900,5,Athens  OH ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,198,13340,5,Bellefontaine  OH ,7,7,2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,198,15740,5,Cambridge  OH ,3,3,675,0,0,0,0,0,0,0,0,0,3,3,675,0,0,0,0,0,0,0,0,0
202404,198,17060,5,Chillicothe  OH ,2,2,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,198,18140,2,Columbus  OH ,564,564,228878,10,20,3439,2,7,367,20,647,74250,467,467,193060,8,16,3147,1,4,250,20,647,74250
202404,198,32020,5,Marion  OH ,5,5,1129,0,0,0,0,0,0,0,0,0,2,2,450,0,0,0,0,0,0,0,0,0
202404,198,34540,5,Mount Vernon  OH ,16,16,5411,0,0,0,0,0,0,0,0,0,5,5,1620,0,0,0,0,0,0,0,0,0
202404,198,47920,5,Washington Court House  OH ,3,3,480,3,6,1200,0,0,0,0,0,0,3,3,480,3,6,1200,0,0,0,0,0,0
202404,198,49780,5,Zanesville  OH ,5,5,1439,0,0,0,1,3,414,1,6,725,0,0,0,0,0,0,0,0,0,0,0,0
202404,204,10860,5,Alice  TX ,2,2,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,204,18580,2,Corpus Christi  TX ,196,196,48843,0,0,0,0,0,0,1,6,446,29,29,6380,0,0,0,0,0,0,0,0,0
202404,204,28780,5,Kingsville  TX ,2,2,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,206,11980,5,Athens  TX ,30,30,8323,2,4,850,0,0,0,0,0,0,18,18,5062,2,4,850,0,0,0,0,0,0
202404,206,14300,5,Bonham  TX ,10,10,2216,1,2,200,0,0,0,0,0,0,8,8,1795,1,2,200,0,0,0,0,0,0
202404,206,18620,5,Corsicana  TX ,62,62,13876,1,2,230,0,0,0,0,0,0,18,18,2881,0,0,0,0,0,0,0,0,0
202404,206,19100,2,Dallas-Fort Worth-Arlington  TX ,4423,4423,1360834,165,330,50243,9,35,4348,120,3487,490671,3604,3604,1133771,146,292,44839,5,20,2920,117,3407,482199
202404,206,20460,5,Durant  OK ,6,6,4196,1,2,200,0,0,0,2,24,3300,6,6,4196,1,2,200,0,0,0,2,24,3300
202404,206,23620,5,Gainesville  TX ,7,7,1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,206,24180,5,Granbury  TX ,21,21,5718,0,0,0,0,0,0,0,0,0,17,17,4626,0,0,0,0,0,0,0,0,0
202404,206,33420,5,Mineral Wells  TX ,1,1,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,206,43300,2,Sherman-Denison  TX ,226,226,64906,2,4,511,0,0,0,0,0,0,166,166,47830,0,0,0,0,0,0,0,0,0
202404,206,44860,5,Sulphur Springs  TX ,8,8,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,209,17540,5,Clinton  IA ,3,3,807,0,0,0,0,0,0,1,5,833,1,1,250,0,0,0,0,0,0,0,0,0
202404,209,19340,2,Davenport-Moline-Rock Island  IA-IL ,31,31,11046,0,0,0,1,4,808,1,5,524,21,21,9180,0,0,0,1,4,808,0,0,0
202404,209,34700,5,Muscatine  IA ,1,1,353,0,0,0,0,0,0,0,0,0,1,1,353,0,0,0,0,0,0,0,0,0
202404,212,19430,2,Dayton-Kettering-Beavercreek  OH ,119,119,49506,0,0,0,0,0,0,1,12,1456,82,82,36524,0,0,0,0,0,0,0,0,0
202404,212,24820,5,Greenville  OH ,4,4,2100,1,2,350,0,0,0,0,0,0,4,4,2100,1,2,350,0,0,0,0,0,0
202404,212,43380,5,Sidney  OH ,8,8,1538,0,0,0,0,0,0,0,0,0,7,7,1240,0,0,0,0,0,0,0,0,0
202404,212,44220,2,Springfield  OH ,8,8,2686,0,0,0,0,0,0,0,0,0,8,8,2686,0,0,0,0,0,0,0,0,0
202404,212,46500,5,Urbana  OH ,10,10,3531,0,0,0,0,0,0,0,0,0,10,10,3531,0,0,0,0,0,0,0,0,0
202404,216,14500,2,Boulder  CO ,33,33,23879,0,0,0,1,3,429,2,11,3762,32,32,23597,0,0,0,0,0,0,2,11,3762
202404,216,19740,2,Denver-Aurora-Centennial  CO ,987,987,291937,0,0,0,2,8,200,6,138,16102,971,971,287497,0,0,0,2,8,200,4,127,14220
202404,216,24540,2,Greeley  CO ,212,212,77463,3,6,1034,2,7,1168,6,36,8551,78,78,30021,0,0,0,0,0,0,4,22,6779
202404,218,11180,2,Ames  IA ,20,20,6138,0,0,0,0,0,0,0,0,0,15,15,4602,0,0,0,0,0,0,0,0,0
202404,218,19780,2,Des Moines-West Des Moines  IA ,373,373,140107,0,0,0,0,0,0,2,67,14180,369,369,138887,0,0,0,0,0,0,2,67,14180
202404,218,36820,5,Oskaloosa  IA ,1,1,316,0,0,0,0,0,0,0,0,0,1,1,316,0,0,0,0,0,0,0,0,0
202404,218,37800,5,Pella  IA ,37,37,3990,0,0,0,0,0,0,0,0,0,34,34,3161,0,0,0,0,0,0,0,0,0
202404,220,10300,5,Adrian  MI ,13,13,3891,0,0,0,0,0,0,0,0,0,3,3,1890,0,0,0,0,0,0,0,0,0
202404,220,11460,2,Ann Arbor  MI ,54,54,18959,1,2,346,0,0,0,1,14,14498,24,24,9977,0,0,0,0,0,0,0,0,0
202404,220,19820,2,Detroit-Warren-Dearborn  MI ,456,456,157084,8,16,2475,5,17,4585,10,95,14194,363,363,131635,7,14,2260,5,17,4585,8,85,12240
202404,220,22420,2,Flint  MI ,36,36,10615,0,0,0,0,0,0,0,0,0,31,31,9578,0,0,0,0,0,0,0,0,0
202404,220,33780,2,Monroe  MI ,23,23,6675,0,0,0,0,0,0,0,0,0,13,13,4020,0,0,0,0,0,0,0,0,0
202404,221,19940,5,Dixon  IL ,2,2,755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,221,44580,5,Sterling  IL ,2,2,650,0,0,0,0,0,0,0,0,0,1,1,500,0,0,0,0,0,0,0,0,0
202404,222,20020,2,Dothan  AL ,45,45,12628,0,0,0,0,0,0,0,0,0,8,8,2253,0,0,0,0,0,0,0,0,0
202404,222,21460,5,Enterprise  AL ,15,15,3458,0,0,0,0,0,0,0,0,0,15,15,3458,0,0,0,0,0,0,0,0,0
202404,222,37120,5,Ozark  AL ,3,3,362,0,0,0,0,0,0,0,0,0,2,2,183,0,0,0,0,0,0,0,0,0
202404,228,20260,2,Duluth  MN-WI ,54,54,17331,2,4,800,0,0,0,0,0,0,47,47,15085,2,4,800,0,0,0,0,0,0
202404,228,24330,5,Grand Rapids  MN ,17,17,5829,0,0,0,0,0,0,0,0,0,14,14,4949,0,0,0,0,0,0,0,0,0
202404,232,20740,2,Eau Claire  WI ,27,27,11133,10,20,6516,0,0,0,0,0,0,25,25,10521,10,20,6516,0,0,0,0,0,0
202404,232,32860,5,Menomonie  WI ,16,16,5446,1,2,340,0,0,0,0,0,0,12,12,4312,0,0,0,0,0,0,0,0,0
202404,233,20780,5,Edwards  CO ,13,13,12120,0,0,0,0,0,0,0,0,0,13,13,12120,0,0,0,0,0,0,0,0,0
202404,233,40090,5,Rifle  CO ,11,11,14692,0,0,0,0,0,0,1,89,215000,5,5,2151,0,0,0,0,0,0,1,89,215000
202404,236,18500,5,Corning  NY ,14,14,2299,1,2,12,1,3,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,236,21300,2,Elmira  NY ,3,3,431,0,0,0,0,0,0,1,5,560,0,0,0,0,0,0,0,0,0,0,0,0
202404,238,21340,2,El Paso  TX ,183,183,43119,4,8,1036,1,4,527,1,14,1650,8,8,2301,0,0,0,0,0,0,0,0,0
202404,238,29740,2,Las Cruces  NM ,61,61,17337,0,0,0,0,0,0,0,0,0,50,50,14892,0,0,0,0,0,0,0,0,0
202404,240,21500,2,Erie  PA ,17,17,7466,0,0,0,0,0,0,0,0,0,10,10,5363,0,0,0,0,0,0,0,0,0
202404,240,32740,5,Meadville  PA ,6,6,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,241,21780,2,Evansville  IN ,77,77,28240,6,12,1841,1,3,244,0,0,0,53,53,20272,5,10,1600,0,0,0,0,0,0
202404,241,25775,5,Henderson  KY ,4,4,1424,0,0,0,0,0,0,0,0,0,4,4,1424,0,0,0,0,0,0,0,0,0
202404,242,17220,5,Clarksburg  WV ,3,3,648,0,0,0,0,0,0,0,0,0,2,2,473,0,0,0,0,0,0,0,0,0
202404,242,21900,5,Fairmont  WV ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,244,22020,2,Fargo  ND-MN ,111,111,37154,0,0,0,0,0,0,1,110,19200,110,110,36810,0,0,0,0,0,0,1,110,19200
202404,244,47420,5,Wahpeton  ND-MN ,6,6,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,246,22180,2,Fayetteville  NC ,171,171,48482,0,0,0,0,0,0,4,78,11989,171,171,48482,0,0,0,0,0,0,4,78,11989
202404,246,29900,5,Laurinburg  NC ,8,8,2121,0,0,0,0,0,0,0,0,0,8,8,2121,0,0,0,0,0,0,0,0,0
202404,246,31300,5,Lumberton  NC ,34,34,7068,1,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202404,246,38240,2,Pinehurst-Southern Pines  NC ,108,108,23895,0,0,0,0,0,0,0,0,0,91,91,19317,0,0,0,0,0,0,0,0,0
202404,246,40460,5,Rockingham  NC ,3,3,863,0,0,0,0,0,0,0,0,0,3,3,863,0,0,0,0,0,0,0,0,0
202404,248,22300,5,Findlay  OH ,12,12,3402,1,2,130,0,0,0,0,0,0,3,3,900,1,2,130,0,0,0,0,0,0
